State,Total Students,Number_Male,Percent_Male,Number_Female,Percent_Female,Number_American Indian or Alaska Native,"Percent_American Indian or
Alaska Native",Number_Asian,Percent_Asian,Number_Hispanic or Latino of any race,Percent_Hispanic or Latino of any race,Number_Black or African American,Percent_Black or African American,Number_White,Percent_White,Number_Native Hawaiian or Other Pacific Islander,Percent_Native Hawaiian or Other Pacific Islander,Number_Two or more races,Percent_Two or more races,Number_Students With Disabilities Served Under IDEA,Percent_Students With Disabilities Served Under IDEA,Number_Students With Disabilities Served Only Under Section 504,Percent_Students With Disabilities Served Only Under Section 504,Number_English Language Learners,Percent_English Language Learners,Number of Schools,Percent of Schools Reporting,Grade,Academic Year
Washington,"7,740.00","4,480.00",0.58,"3,260.00",0.42,170.00,2.20,366.00,4.70,"1,989.00",25.70,384.00,5.00,"4,267.00",55.10,75.00,1.00,489.00,6.30,"2,743.00",35.40,293.00,3.80,774.00,10.00,437.00,100.00,12,2017-2018
West Virginia,290.00,181.00,0.62,109.00,0.38,1.00,0.30,3.00,1.00,8.00,2.80,30.00,10.30,237.00,81.70,0.00,0.00,11.00,3.80,131.00,45.20,8.00,2.80,5.00,1.70,76.00,100.00,12,2017-2018
Wisconsin,"2,323.00","1,399.00",0.60,924.00,0.40,39.00,1.70,72.00,3.10,325.00,14.00,493.00,21.20,"1,322.00",56.90,3.00,0.10,69.00,3.00,"1,220.00",52.50,28.00,1.20,140.00,6.00,272.00,100.00,12,2017-2018
Wyoming,124.00,77.00,0.62,47.00,0.38,8.00,6.50,0.00,0.00,29.00,23.40,3.00,2.40,78.00,62.90,1.00,0.80,5.00,4.00,44.00,35.50,6.00,4.80,7.00,5.60,34.00,100.00,12,2017-2018
Puerto Rico,23.00,13.00,0.57,10.00,0.43,0.00,0.00,0.00,0.00,23.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,13.00,0.00,0.00,0.00,0.00,23.00,100.00,12,2017-2018
"50 states, District of Columbia, and Puerto Rico","81,400.00","49,455.00",0.61,"31,945.00",0.39,"1,073.00",1.30,"1,966.00",2.40,"28,260.00",34.70,"24,146.00",29.70,"23,173.00",28.50,376.00,0.50,"2,406.00",3.00,"14,897.00",18.30,"2,978.00",3.70,"10,811.00",13.30,"8,125.00",100.00,11,2017-2018
United States,"80,881.00","49,176.00",0.61,"31,705.00",0.39,"1,071.00",0.01,"1,966.00",0.02,"27,744.00",0.34,"24,146.00",0.30,"23,172.00",0.29,376.00,0.0046,"2,406.00",0.03,"14,792.00",0.18,"2,978.00",0.04,"10,810.00",0.13,"8,005.00",100.00,11,2017-2018
Alabama,"1,652.00","1,007.00",0.61,645.00,0.39,9.00,0.50,10.00,0.60,103.00,6.20,"1,091.00",66.00,431.00,26.10,3.00,0.20,5.00,0.30,128.00,7.70,35.00,2.10,69.00,4.20,188.00,100.00,11,2017-2018
Alaska,215.00,133.00,0.62,82.00,0.38,78.00,36.30,6.00,2.80,12.00,5.60,11.00,5.10,69.00,32.10,3.00,1.40,36.00,16.70,17.00,7.90,6.00,2.80,25.00,11.60,32.00,100.00,11,2017-2018
Arizona,747.00,467.00,0.63,280.00,0.37,88.00,11.80,13.00,1.70,353.00,47.30,50.00,6.70,230.00,30.80,1.00,0.10,12.00,1.60,106.00,14.20,18.00,2.40,40.00,5.40,54.00,100.00,11,2017-2018
Arkansas,473.00,304.00,0.64,169.00,0.36,5.00,1.10,6.00,1.30,111.00,23.50,142.00,30.00,160.00,33.80,37.00,7.80,12.00,2.50,43.00,9.10,19.00,4.00,115.00,24.30,95.00,100.00,11,2017-2018
California,"5,039.00","2,996.00",0.59,"2,043.00",0.41,46.00,0.90,196.00,3.90,"3,398.00",67.40,411.00,8.20,856.00,17.00,21.00,0.40,111.00,2.20,754.00,15.00,118.00,2.30,"1,095.00",21.70,358.00,100.00,11,2017-2018
Colorado,544.00,300.00,0.55,244.00,0.45,11.00,2.00,5.00,0.90,303.00,55.70,59.00,10.80,148.00,27.20,2.00,0.40,16.00,2.90,17.00,3.10,28.00,5.10,132.00,24.30,103.00,100.00,11,2017-2018
Connecticut,657.00,442.00,0.67,215.00,0.33,6.00,0.90,6.00,0.90,261.00,39.70,159.00,24.20,210.00,32.00,1.00,0.20,14.00,2.10,154.00,23.40,51.00,7.80,88.00,13.40,137.00,100.00,11,2017-2018
Delaware,269.00,164.00,0.61,105.00,0.39,0.00,0.00,2.00,0.70,54.00,20.10,110.00,40.90,91.00,33.80,1.00,0.40,11.00,4.10,58.00,21.60,5.00,1.90,35.00,13.00,31.00,100.00,11,2017-2018
District of Columbia,327.00,187.00,0.57,140.00,0.43,0.00,0.00,0.00,0.00,76.00,23.20,249.00,76.10,2.00,0.60,0.00,0.00,0.00,0.00,88.00,26.90,6.00,1.80,55.00,16.80,30.00,100.00,11,2017-2018
Florida,"6,411.00","3,948.00",0.62,"2,463.00",0.38,21.00,0.30,88.00,1.40,"1,696.00",26.50,"1,912.00",29.80,"2,439.00",38.00,9.00,0.10,246.00,3.80,"1,169.00",18.20,353.00,5.50,479.00,7.50,385.00,100.00,11,2017-2018
Georgia,"4,256.00","2,584.00",0.61,"1,672.00",0.39,9.00,0.20,84.00,2.00,682.00,16.00,"2,018.00",47.40,"1,323.00",31.10,6.00,0.10,134.00,3.10,697.00,16.40,127.00,3.00,215.00,5.10,396.00,100.00,11,2017-2018
Hawaii,329.00,182.00,0.55,147.00,0.45,2.00,0.60,80.00,24.30,36.00,10.90,7.00,2.10,26.00,7.90,152.00,46.20,26.00,7.90,56.00,17.00,18.00,5.50,30.00,9.10,48.00,100.00,11,2017-2018
Idaho,293.00,158.00,0.54,135.00,0.46,1.00,0.30,1.00,0.30,103.00,35.20,6.00,2.00,169.00,57.70,3.00,1.00,10.00,3.40,17.00,5.80,13.00,4.40,24.00,8.20,44.00,100.00,11,2017-2018
Illinois,"3,057.00","1,854.00",0.61,"1,203.00",0.39,17.00,0.60,54.00,1.80,"1,208.00",39.50,968.00,31.70,718.00,23.50,5.00,0.20,87.00,2.80,608.00,19.90,146.00,4.80,371.00,12.10,370.00,100.00,11,2017-2018
Indiana,193.00,108.00,0.56,85.00,0.44,1.00,0.50,3.00,1.60,13.00,6.70,71.00,36.80,96.00,49.70,0.00,0.00,9.00,4.70,52.00,26.90,1.00,0.50,8.00,4.10,47.00,100.00,11,2017-2018
Iowa,255.00,148.00,0.58,107.00,0.42,2.00,0.80,5.00,2.00,40.00,15.70,44.00,17.30,150.00,58.80,1.00,0.40,13.00,5.10,51.00,20.00,15.00,5.90,21.00,8.20,68.00,100.00,11,2017-2018
Kansas,304.00,179.00,0.59,125.00,0.41,3.00,1.00,9.00,3.00,100.00,32.90,50.00,16.40,132.00,43.40,1.00,0.30,9.00,3.00,63.00,20.70,4.00,1.30,54.00,17.80,59.00,100.00,11,2017-2018
Kentucky,"1,467.00",930.00,0.63,537.00,0.37,2.00,0.10,10.00,0.70,103.00,7.00,294.00,20.00,"1,003.00",68.40,3.00,0.20,52.00,3.50,224.00,15.30,15.00,1.00,42.00,2.90,198.00,100.00,11,2017-2018
Louisiana,"1,403.00",834.00,0.59,569.00,0.41,11.00,0.80,7.00,0.50,135.00,9.60,770.00,54.90,460.00,32.80,0.00,0.00,20.00,1.40,188.00,13.40,133.00,9.50,87.00,6.20,157.00,100.00,11,2017-2018
Maine,25.00,18.00,0.72,7.00,0.28,0.00,0.00,1.00,4.00,0.00,0.00,0.00,0.00,23.00,92.00,0.00,0.00,1.00,4.00,7.00,28.00,3.00,12.00,0.00,0.00,13.00,100.00,11,2017-2018
Maryland,"3,087.00","1,842.00",0.60,"1,245.00",0.40,9.00,0.30,72.00,2.30,966.00,31.30,"1,420.00",46.00,543.00,17.60,1.00,0.00,76.00,2.50,541.00,17.50,137.00,4.40,388.00,12.60,165.00,100.00,11,2017-2018
Massachusetts,"1,147.00",717.00,0.63,430.00,0.37,4.00,0.30,30.00,2.60,413.00,36.00,204.00,17.80,430.00,37.50,1.00,0.10,65.00,5.70,286.00,24.90,86.00,7.50,202.00,17.60,207.00,100.00,11,2017-2018
Michigan,"1,450.00",834.00,0.58,616.00,0.42,19.00,1.30,10.00,0.70,108.00,7.40,399.00,27.50,857.00,59.10,1.00,0.10,56.00,3.90,240.00,16.60,41.00,2.80,71.00,4.90,265.00,100.00,11,2017-2018
Minnesota,225.00,131.00,0.58,94.00,0.42,6.00,2.70,28.00,12.40,49.00,21.80,31.00,13.80,106.00,47.10,1.00,0.40,4.00,1.80,34.00,15.10,3.00,1.30,51.00,22.70,60.00,100.00,11,2017-2018
Mississippi,"1,045.00",697.00,0.67,348.00,0.33,3.00,0.30,7.00,0.70,48.00,4.60,654.00,62.60,323.00,30.90,0.00,0.00,10.00,1.00,171.00,16.40,2.00,0.20,36.00,3.40,153.00,100.00,11,2017-2018
Missouri,408.00,254.00,0.62,154.00,0.38,1.00,0.20,10.00,2.50,33.00,8.10,118.00,28.90,235.00,57.60,0.00,0.00,11.00,2.70,83.00,20.30,18.00,4.40,15.00,3.70,103.00,100.00,11,2017-2018
Montana,34.00,21.00,0.62,13.00,0.38,18.00,52.90,0.00,0.00,0.00,0.00,1.00,2.90,15.00,44.10,0.00,0.00,0.00,0.00,6.00,17.60,0.00,0.00,2.00,5.90,17.00,100.00,11,2017-2018
Nebraska,197.00,123.00,0.62,74.00,0.38,1.00,0.50,1.00,0.50,21.00,10.70,26.00,13.20,131.00,66.50,3.00,1.50,14.00,7.10,47.00,23.90,2.00,1.00,4.00,2.00,19.00,100.00,11,2017-2018
Nevada,"3,418.00","2,132.00",0.62,"1,286.00",0.38,23.00,0.70,102.00,3.00,"1,728.00",50.60,799.00,23.40,556.00,16.30,45.00,1.30,165.00,4.80,555.00,16.20,67.00,2.00,776.00,22.70,63.00,100.00,11,2017-2018
New Hampshire,477.00,294.00,0.62,183.00,0.38,2.00,0.40,14.00,2.90,66.00,13.80,28.00,5.90,348.00,73.00,0.00,0.00,19.00,4.00,69.00,14.50,59.00,12.40,25.00,5.20,44.00,100.00,11,2017-2018
New Jersey,787.00,503.00,0.64,284.00,0.36,1.00,0.10,18.00,2.30,343.00,43.60,235.00,29.90,176.00,22.40,3.00,0.40,11.00,1.40,183.00,23.30,19.00,2.40,94.00,11.90,165.00,100.00,11,2017-2018
New Mexico,"1,503.00",851.00,0.57,652.00,0.43,158.00,10.50,23.00,1.50,992.00,66.00,40.00,2.70,257.00,17.10,3.00,0.20,30.00,2.00,249.00,16.60,19.00,1.30,244.00,16.20,84.00,100.00,11,2017-2018
New York,"5,703.00","3,407.00",0.60,"2,296.00",0.40,50.00,0.90,392.00,6.90,"2,674.00",46.90,"1,627.00",28.50,886.00,15.50,18.00,0.30,56.00,1.00,"1,661.00",29.10,81.00,1.40,"1,356.00",23.80,732.00,100.00,11,2017-2018
North Carolina,"4,312.00","2,757.00",0.64,"1,555.00",0.36,64.00,1.50,64.00,1.50,964.00,22.40,"1,651.00",38.30,"1,391.00",32.30,8.00,0.20,170.00,3.90,993.00,23.00,123.00,2.90,395.00,9.20,435.00,100.00,11,2017-2018
North Dakota,54.00,31.00,0.57,23.00,0.43,12.00,22.20,1.00,1.90,2.00,3.70,5.00,9.30,31.00,57.40,0.00,0.00,3.00,5.60,4.00,7.40,1.00,1.90,2.00,3.70,19.00,100.00,11,2017-2018
Ohio,"2,461.00","1,488.00",0.60,973.00,0.40,9.00,0.40,30.00,1.20,237.00,9.60,"1,175.00",47.70,864.00,35.10,0.00,0.00,146.00,5.90,605.00,24.60,80.00,3.30,137.00,5.60,233.00,100.00,11,2017-2018
Oklahoma,"1,611.00",832.00,0.52,779.00,0.48,228.00,14.20,20.00,1.20,191.00,11.90,270.00,16.80,764.00,47.40,6.00,0.40,132.00,8.20,342.00,21.20,33.00,2.00,76.00,4.70,201.00,100.00,11,2017-2018
Oregon,259.00,143.00,0.55,116.00,0.45,2.00,0.80,1.00,0.40,51.00,19.70,4.00,1.50,187.00,72.20,0.00,0.00,14.00,5.40,29.00,11.20,14.00,5.40,9.00,3.50,23.00,100.00,11,2017-2018
Pennsylvania,"3,907.00","2,357.00",0.60,"1,550.00",0.40,7.00,0.20,104.00,2.70,676.00,17.30,"1,665.00",42.60,"1,298.00",33.20,1.00,0.00,156.00,4.00,"1,128.00",28.90,69.00,1.80,313.00,8.00,375.00,100.00,11,2017-2018
Rhode Island,198.00,129.00,0.65,69.00,0.35,5.00,2.50,4.00,2.00,72.00,36.40,31.00,15.70,75.00,37.90,0.00,0.00,11.00,5.60,64.00,32.30,11.00,5.60,26.00,13.10,28.00,100.00,11,2017-2018
South Carolina,"1,791.00","1,070.00",0.60,721.00,0.40,13.00,0.70,13.00,0.70,163.00,9.10,820.00,45.80,724.00,40.40,2.00,0.10,56.00,3.10,407.00,22.70,56.00,3.10,126.00,7.00,189.00,100.00,11,2017-2018
South Dakota,211.00,130.00,0.62,81.00,0.38,35.00,16.60,8.00,3.80,18.00,8.50,16.00,7.60,126.00,59.70,0.00,0.00,8.00,3.80,43.00,20.40,8.00,3.80,8.00,3.80,31.00,100.00,11,2017-2018
Tennessee,"3,567.00","2,160.00",0.61,"1,407.00",0.39,5.00,0.10,87.00,2.40,762.00,21.40,"1,780.00",49.90,886.00,24.80,3.00,0.10,44.00,1.20,521.00,14.60,37.00,1.00,416.00,11.70,130.00,100.00,11,2017-2018
Texas,"10,990.00","6,872.00",0.63,"4,118.00",0.37,40.00,0.40,157.00,1.40,"6,997.00",63.70,"1,803.00",16.40,"1,765.00",16.10,18.00,0.20,210.00,1.90,"1,325.00",12.10,814.00,7.40,"1,792.00",16.30,934.00,100.00,11,2017-2018
Utah,661.00,372.00,0.56,289.00,0.44,8.00,1.20,6.00,0.90,97.00,14.70,7.00,1.10,521.00,78.80,3.00,0.50,19.00,2.90,86.00,13.00,20.00,3.00,11.00,1.70,25.00,100.00,11,2017-2018
Vermont,47.00,29.00,0.62,18.00,0.38,0.00,0.00,6.00,12.80,0.00,0.00,2.00,4.30,37.00,78.70,1.00,2.10,1.00,2.10,9.00,19.10,7.00,14.90,7.00,14.90,14.00,100.00,11,2017-2018
Virginia,"2,252.00","1,374.00",0.61,878.00,0.39,5.00,0.20,145.00,6.40,"1,103.00",49.00,520.00,23.10,416.00,18.50,1.00,0.00,62.00,2.80,363.00,16.10,39.00,1.70,"1,173.00",52.10,269.00,100.00,11,2017-2018
Washington,273.00,169.00,0.62,104.00,0.38,8.00,2.90,13.00,4.80,72.00,26.40,29.00,10.60,123.00,45.10,7.00,2.60,21.00,7.70,45.00,16.50,6.00,2.20,31.00,11.40,67.00,100.00,11,2017-2018
West Virginia,172.00,113.00,0.66,59.00,0.34,6.00,3.50,1.00,0.60,3.00,1.70,12.00,7.00,145.00,84.30,0.00,0.00,5.00,2.90,28.00,16.30,5.00,2.90,1.00,0.60,55.00,100.00,11,2017-2018
Wisconsin,688.00,383.00,0.56,305.00,0.44,9.00,1.30,13.00,1.90,103.00,15.00,352.00,51.20,203.00,29.50,1.00,0.10,7.00,1.00,174.00,25.30,6.00,0.90,37.00,5.40,80.00,100.00,11,2017-2018
Wyoming,30.00,18.00,0.60,12.00,0.40,8.00,26.70,0.00,0.00,5.00,16.70,0.00,0.00,17.00,56.70,0.00,0.00,0.00,0.00,4.00,13.30,1.00,3.30,1.00,3.30,7.00,100.00,11,2017-2018
Puerto Rico,519.00,279.00,0.54,240.00,0.46,2.00,0.40,0.00,0.00,516.00,99.40,0.00,0.00,1.00,0.20,0.00,0.00,0.00,0.00,105.00,20.20,0.00,0.00,1.00,0.20,120.00,100.00,11,2017-2018
"50 states, District of Columbia, and Puerto Rico","126,290.00","78,446.00",0.62,"47,844.00",0.38,"1,630.00",1.30,"2,657.00",2.10,"44,343.00",35.10,"40,184.00",31.80,"33,311.00",26.40,652.00,0.50,"3,513.00",2.80,"24,984.00",19.80,"4,584.00",3.60,"17,539.00",13.90,"8,905.00",100.00,10,2017-2018
United States,"125,453.00","77,953.00",0.62,"47,500.00",0.38,"1,630.00",0.01,"2,656.00",0.02,"43,510.00",0.35,"40,184.00",0.32,"33,308.00",0.27,652.00,0.0052,"3,513.00",0.03,"24,738.00",0.20,"4,584.00",0.04,"17,538.00",0.14,"8,745.00",100.00,10,2017-2018
Alabama,"2,544.00","1,588.00",0.62,956.00,0.38,18.00,0.70,9.00,0.40,147.00,5.80,"1,621.00",63.70,725.00,28.50,3.00,0.10,21.00,0.80,236.00,9.30,24.00,0.90,99.00,3.90,208.00,100.00,10,2017-2018
Alaska,32.00,20.00,0.63,12.00,0.38,24.00,75.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,21.90,0.00,0.00,1.00,3.10,6.00,18.80,0.00,0.00,20.00,62.50,26.00,100.00,10,2017-2018
Arizona,"1,110.00",676.00,0.61,434.00,0.39,145.00,13.10,12.00,1.10,628.00,56.60,49.00,4.40,248.00,22.30,6.00,0.50,22.00,2.00,189.00,17.00,42.00,3.80,76.00,6.80,56.00,100.00,10,2017-2018
Arkansas,654.00,425.00,0.65,229.00,0.35,6.00,0.90,3.00,0.50,106.00,16.20,260.00,39.80,238.00,36.40,34.00,5.20,7.00,1.10,61.00,9.30,33.00,5.00,121.00,18.50,114.00,100.00,10,2017-2018
California,"6,769.00","4,133.00",0.61,"2,636.00",0.39,33.00,0.50,179.00,2.60,"5,014.00",74.10,461.00,6.80,918.00,13.60,23.00,0.30,141.00,2.10,"1,001.00",14.80,132.00,2.00,"1,607.00",23.70,400.00,100.00,10,2017-2018
Colorado,584.00,355.00,0.61,229.00,0.39,12.00,2.10,9.00,1.50,367.00,62.80,74.00,12.70,101.00,17.30,5.00,0.90,16.00,2.70,4.00,0.70,27.00,4.60,206.00,35.30,113.00,100.00,10,2017-2018
Connecticut,"1,258.00",789.00,0.63,469.00,0.37,1.00,0.10,21.00,1.70,543.00,43.20,339.00,26.90,325.00,25.80,3.00,0.20,26.00,2.10,341.00,27.10,104.00,8.30,202.00,16.10,153.00,100.00,10,2017-2018
Delaware,517.00,324.00,0.63,193.00,0.37,1.00,0.20,5.00,1.00,120.00,23.20,243.00,47.00,134.00,25.90,2.00,0.40,12.00,2.30,131.00,25.30,7.00,1.40,75.00,14.50,35.00,100.00,10,2017-2018
District of Columbia,453.00,272.00,0.60,181.00,0.40,0.00,0.00,1.00,0.20,96.00,21.20,351.00,77.50,1.00,0.20,4.00,0.90,0.00,0.00,147.00,32.50,10.00,2.20,74.00,16.30,33.00,100.00,10,2017-2018
Florida,"7,676.00","4,810.00",0.63,"2,866.00",0.37,27.00,0.40,77.00,1.00,"1,727.00",22.50,"2,664.00",34.70,"2,867.00",37.40,8.00,0.10,306.00,4.00,"1,498.00",19.50,397.00,5.20,519.00,6.80,384.00,100.00,10,2017-2018
Georgia,"8,680.00","5,325.00",0.61,"3,355.00",0.39,15.00,0.20,145.00,1.70,"1,620.00",18.70,"4,271.00",49.20,"2,383.00",27.50,10.00,0.10,236.00,2.70,"1,609.00",18.50,252.00,2.90,611.00,7.00,437.00,100.00,10,2017-2018
Hawaii,680.00,422.00,0.62,258.00,0.38,5.00,0.70,134.00,19.70,81.00,11.90,11.00,1.60,53.00,7.80,339.00,49.90,57.00,8.40,130.00,19.10,40.00,5.90,89.00,13.10,56.00,100.00,10,2017-2018
Idaho,264.00,146.00,0.55,118.00,0.45,3.00,1.10,3.00,1.10,98.00,37.10,1.00,0.40,149.00,56.40,1.00,0.40,9.00,3.40,13.00,4.90,8.00,3.00,17.00,6.40,37.00,100.00,10,2017-2018
Illinois,"5,004.00","3,002.00",0.60,"2,002.00",0.40,24.00,0.50,75.00,1.50,"1,783.00",35.60,"1,945.00",38.90,"1,066.00",21.30,5.00,0.10,106.00,2.10,"1,035.00",20.70,211.00,4.20,566.00,11.30,373.00,100.00,10,2017-2018
Indiana,248.00,153.00,0.62,95.00,0.38,0.00,0.00,2.00,0.80,37.00,14.90,96.00,38.70,100.00,40.30,0.00,0.00,13.00,5.20,50.00,20.20,2.00,0.80,13.00,5.20,35.00,100.00,10,2017-2018
Iowa,257.00,143.00,0.56,114.00,0.44,6.00,2.30,6.00,2.30,36.00,14.00,56.00,21.80,138.00,53.70,3.00,1.20,12.00,4.70,66.00,25.70,7.00,2.70,16.00,6.20,57.00,100.00,10,2017-2018
Kansas,564.00,355.00,0.63,209.00,0.37,11.00,2.00,11.00,2.00,184.00,32.60,100.00,17.70,239.00,42.40,1.00,0.20,18.00,3.20,91.00,16.10,3.00,0.50,118.00,20.90,63.00,100.00,10,2017-2018
Kentucky,"2,660.00","1,738.00",0.65,922.00,0.35,8.00,0.30,19.00,0.70,216.00,8.10,614.00,23.10,"1,705.00",64.10,4.00,0.20,94.00,3.50,485.00,18.20,29.00,1.10,149.00,5.60,254.00,100.00,10,2017-2018
Louisiana,"1,840.00","1,182.00",0.64,658.00,0.36,10.00,0.50,11.00,0.60,147.00,8.00,"1,044.00",56.70,585.00,31.80,0.00,0.00,43.00,2.30,309.00,16.80,208.00,11.30,91.00,4.90,186.00,100.00,10,2017-2018
Maine,15.00,8.00,0.53,7.00,0.47,0.00,0.00,0.00,0.00,0.00,0.00,1.00,6.70,13.00,86.70,0.00,0.00,1.00,6.70,5.00,33.30,1.00,6.70,0.00,0.00,8.00,100.00,10,2017-2018
Maryland,"5,164.00","3,213.00",0.62,"1,951.00",0.38,15.00,0.30,111.00,2.10,"1,856.00",35.90,"2,356.00",45.60,695.00,13.50,4.00,0.10,127.00,2.50,797.00,15.40,273.00,5.30,874.00,16.90,183.00,100.00,10,2017-2018
Massachusetts,"1,502.00",920.00,0.61,582.00,0.39,7.00,0.50,27.00,1.80,608.00,40.50,264.00,17.60,528.00,35.20,2.00,0.10,66.00,4.40,405.00,27.00,103.00,6.90,317.00,21.10,223.00,100.00,10,2017-2018
Michigan,"2,831.00","1,723.00",0.61,"1,108.00",0.39,39.00,1.40,32.00,1.10,234.00,8.30,851.00,30.10,"1,571.00",55.50,0.00,0.00,104.00,3.70,439.00,15.50,90.00,3.20,201.00,7.10,291.00,100.00,10,2017-2018
Minnesota,218.00,120.00,0.55,98.00,0.45,7.00,3.20,12.00,5.50,48.00,22.00,32.00,14.70,110.00,50.50,2.00,0.90,7.00,3.20,45.00,20.60,1.00,0.50,26.00,11.90,54.00,100.00,10,2017-2018
Mississippi,"1,852.00","1,259.00",0.68,593.00,0.32,4.00,0.20,12.00,0.60,94.00,5.10,"1,263.00",68.20,465.00,25.10,1.00,0.10,13.00,0.70,300.00,16.20,3.00,0.20,92.00,5.00,182.00,100.00,10,2017-2018
Missouri,873.00,550.00,0.63,323.00,0.37,0.00,0.00,5.00,0.60,84.00,9.60,355.00,40.70,394.00,45.10,2.00,0.20,33.00,3.80,124.00,14.20,19.00,2.20,44.00,5.00,113.00,100.00,10,2017-2018
Montana,78.00,47.00,0.60,31.00,0.40,40.00,51.30,0.00,0.00,1.00,1.30,3.00,3.80,25.00,32.10,0.00,0.00,9.00,11.50,6.00,7.70,1.00,1.30,0.00,0.00,20.00,100.00,10,2017-2018
Nebraska,205.00,131.00,0.64,74.00,0.36,4.00,2.00,2.00,1.00,41.00,20.00,15.00,7.30,136.00,66.30,0.00,0.00,7.00,3.40,52.00,25.40,4.00,2.00,3.00,1.50,18.00,100.00,10,2017-2018
Nevada,"3,940.00","2,488.00",0.63,"1,452.00",0.37,20.00,0.50,96.00,2.40,"2,025.00",51.40,912.00,23.10,638.00,16.20,64.00,1.60,185.00,4.70,627.00,15.90,126.00,3.20,920.00,23.40,66.00,100.00,10,2017-2018
New Hampshire,563.00,364.00,0.65,199.00,0.35,2.00,0.40,6.00,1.10,111.00,19.70,33.00,5.90,393.00,69.80,0.00,0.00,18.00,3.20,124.00,22.00,51.00,9.10,49.00,8.70,45.00,100.00,10,2017-2018
New Jersey,"1,556.00",986.00,0.63,570.00,0.37,7.00,0.40,37.00,2.40,716.00,46.00,433.00,27.80,328.00,21.10,2.00,0.10,33.00,2.10,354.00,22.80,34.00,2.20,195.00,12.50,181.00,100.00,10,2017-2018
New Mexico,"2,351.00","1,353.00",0.58,998.00,0.42,203.00,8.60,32.00,1.40,"1,678.00",71.40,78.00,3.30,310.00,13.20,1.00,0.00,49.00,2.10,463.00,19.70,27.00,1.10,474.00,20.20,90.00,100.00,10,2017-2018
New York,"13,173.00","8,073.00",0.61,"5,100.00",0.39,118.00,0.90,920.00,7.00,"6,080.00",46.20,"4,118.00",31.30,"1,771.00",13.40,41.00,0.30,125.00,0.90,"3,890.00",29.50,156.00,1.20,"2,964.00",22.50,814.00,100.00,10,2017-2018
North Carolina,"6,533.00","4,370.00",0.67,"2,163.00",0.33,105.00,1.60,69.00,1.10,"1,553.00",23.80,"2,737.00",41.90,"1,789.00",27.40,7.00,0.10,273.00,4.20,"1,402.00",21.50,181.00,2.80,771.00,11.80,460.00,100.00,10,2017-2018
North Dakota,65.00,49.00,0.75,16.00,0.25,19.00,29.20,0.00,0.00,3.00,4.60,3.00,4.60,40.00,61.50,0.00,0.00,0.00,0.00,7.00,10.80,0.00,0.00,1.00,1.50,18.00,100.00,10,2017-2018
Ohio,"3,464.00","2,138.00",0.62,"1,326.00",0.38,6.00,0.20,42.00,1.20,320.00,9.20,"1,716.00",49.50,"1,189.00",34.30,4.00,0.10,187.00,5.40,901.00,26.00,103.00,3.00,235.00,6.80,254.00,100.00,10,2017-2018
Oklahoma,"2,454.00","1,382.00",0.56,"1,072.00",0.44,417.00,17.00,30.00,1.20,210.00,8.60,385.00,15.70,"1,202.00",49.00,19.00,0.80,191.00,7.80,561.00,22.90,56.00,2.30,144.00,5.90,237.00,100.00,10,2017-2018
Oregon,399.00,210.00,0.53,189.00,0.47,10.00,2.50,3.00,0.80,92.00,23.10,4.00,1.00,255.00,63.90,2.00,0.50,33.00,8.30,43.00,10.80,25.00,6.30,6.00,1.50,23.00,100.00,10,2017-2018
Pennsylvania,"6,009.00","3,579.00",0.60,"2,430.00",0.40,16.00,0.30,126.00,2.10,"1,368.00",22.80,"2,284.00",38.00,"1,991.00",33.10,3.00,0.00,221.00,3.70,"1,768.00",29.40,94.00,1.60,514.00,8.60,399.00,100.00,10,2017-2018
Rhode Island,301.00,196.00,0.65,105.00,0.35,7.00,2.30,5.00,1.70,122.00,40.50,29.00,9.60,123.00,40.90,0.00,0.00,15.00,5.00,77.00,25.60,16.00,5.30,55.00,18.30,30.00,100.00,10,2017-2018
South Carolina,"3,137.00","1,983.00",0.63,"1,154.00",0.37,19.00,0.60,20.00,0.60,309.00,9.90,"1,446.00",46.10,"1,217.00",38.80,8.00,0.30,118.00,3.80,596.00,19.00,113.00,3.60,261.00,8.30,206.00,100.00,10,2017-2018
South Dakota,468.00,302.00,0.65,166.00,0.35,107.00,22.90,2.00,0.40,64.00,13.70,44.00,9.40,230.00,49.10,0.00,0.00,21.00,4.50,102.00,21.80,19.00,4.10,22.00,4.70,39.00,100.00,10,2017-2018
Tennessee,"4,178.00","2,536.00",0.61,"1,642.00",0.39,3.00,0.10,80.00,1.90,875.00,20.90,"2,043.00",48.90,"1,128.00",27.00,2.00,0.00,47.00,1.10,631.00,15.10,57.00,1.40,611.00,14.60,151.00,100.00,10,2017-2018
Texas,"16,656.00","10,577.00",0.64,"6,079.00",0.36,62.00,0.40,166.00,1.00,"10,853.00",65.20,"2,706.00",16.20,"2,545.00",15.30,23.00,0.10,301.00,1.80,"2,336.00",14.00,"1,343.00",8.10,"3,334.00",20.00,"1,066.00",100.00,10,2017-2018
Utah,701.00,375.00,0.53,326.00,0.47,6.00,0.90,3.00,0.40,149.00,21.30,14.00,2.00,500.00,71.30,5.00,0.70,24.00,3.40,96.00,13.70,15.00,2.10,11.00,1.60,20.00,100.00,10,2017-2018
