State,Total Students,Number_Male,Percent_Male,Number_Female,Percent_Female,Number_American Indian or Alaska Native,"Percent_American Indian or
Alaska Native",Number_Asian,Percent_Asian,Number_Hispanic or Latino of any race,Percent_Hispanic or Latino of any race,Number_Black or African American,Percent_Black or African American,Number_White,Percent_White,Number_Native Hawaiian or Other Pacific Islander,Percent_Native Hawaiian or Other Pacific Islander,Number_Two or more races,Percent_Two or more races,Number_Students With Disabilities Served Under IDEA,Percent_Students With Disabilities Served Under IDEA,Number_Students With Disabilities Served Only Under Section 504,Percent_Students With Disabilities Served Only Under Section 504,Number_English Language Learners,Percent_English Language Learners,Number of Schools,Percent of Schools Reporting,Grade,Academic Year
Virginia,443.00,319.00,0.72,124.00,0.28,2.00,0.50,8.00,1.80,62.00,14.00,220.00,49.70,130.00,29.30,0.00,0.00,21.00,4.70,131.00,29.60,19.00,4.30,31.00,7.00,135.00,100.00,6,2017-2018
Washington,56.00,42.00,0.75,14.00,0.25,0.00,0.00,1.00,1.80,13.00,23.20,0.00,0.00,32.00,57.10,1.00,1.80,9.00,16.10,15.00,26.80,1.00,1.80,9.00,16.10,38.00,100.00,6,2017-2018
West Virginia,85.00,58.00,0.68,27.00,0.32,0.00,0.00,0.00,0.00,1.00,1.20,8.00,9.40,74.00,87.10,0.00,0.00,2.00,2.40,22.00,25.90,3.00,3.50,0.00,0.00,45.00,100.00,6,2017-2018
Wisconsin,57.00,36.00,0.63,21.00,0.37,0.00,0.00,0.00,0.00,3.00,5.30,29.00,50.90,25.00,43.90,0.00,0.00,0.00,0.00,10.00,17.50,1.00,1.80,3.00,5.30,30.00,100.00,6,2017-2018
Wyoming,6.00,5.00,0.83,1.00,0.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,100.00,0.00,0.00,0.00,0.00,3.00,50.00,0.00,0.00,0.00,0.00,7.00,100.00,6,2017-2018
Puerto Rico,"1,177.00",762.00,0.65,415.00,0.35,0.00,0.00,1.00,0.10,"1,173.00",99.70,0.00,0.00,3.00,0.30,0.00,0.00,0.00,0.00,561.00,47.70,0.00,0.00,6.00,0.50,253.00,100.00,6,2017-2018
"50 states, District of Columbia, and Puerto Rico","14,217.00","8,426.00",0.59,"5,791.00",0.41,180.00,1.30,289.00,2.00,"3,978.00",28.00,"5,244.00",36.90,"4,079.00",28.70,25.00,0.20,422.00,3.00,"3,300.00",23.20,795.00,5.60,"1,948.00",13.70,"6,344.00",100.00,5,2017-2018
United States,"13,720.00","8,154.00",0.59,"5,566.00",0.41,180.00,0.01,289.00,0.02,"3,485.00",0.25,"5,244.00",0.38,"4,075.00",0.30,25.00,0.0018,422.00,0.03,"3,090.00",0.23,794.00,0.06,"1,947.00",0.14,"6,153.00",100.00,5,2017-2018
Alabama,234.00,144.00,0.62,90.00,0.38,0.00,0.00,3.00,1.30,14.00,6.00,102.00,43.60,114.00,48.70,0.00,0.00,1.00,0.40,23.00,9.80,4.00,1.70,7.00,3.00,152.00,100.00,5,2017-2018
Alaska,7.00,3.00,0.43,4.00,0.57,4.00,57.10,0.00,0.00,0.00,0.00,0.00,0.00,3.00,42.90,0.00,0.00,0.00,0.00,1.00,14.30,0.00,0.00,2.00,28.60,7.00,100.00,5,2017-2018
Arizona,219.00,142.00,0.65,77.00,0.35,19.00,8.70,5.00,2.30,109.00,49.80,10.00,4.60,66.00,30.10,0.00,0.00,10.00,4.60,35.00,16.00,2.00,0.90,31.00,14.20,126.00,100.00,5,2017-2018
Arkansas,82.00,50.00,0.61,32.00,0.39,0.00,0.00,1.00,1.20,9.00,11.00,13.00,15.90,59.00,72.00,0.00,0.00,0.00,0.00,14.00,17.10,9.00,11.00,6.00,7.30,84.00,100.00,5,2017-2018
California,291.00,174.00,0.60,117.00,0.40,5.00,1.70,20.00,6.90,153.00,52.60,38.00,13.10,64.00,22.00,0.00,0.00,11.00,3.80,68.00,23.40,3.00,1.00,97.00,33.30,212.00,100.00,5,2017-2018
Colorado,91.00,51.00,0.56,40.00,0.44,0.00,0.00,4.00,4.40,28.00,30.80,5.00,5.50,50.00,54.90,0.00,0.00,4.00,4.40,14.00,15.40,11.00,12.10,14.00,15.40,68.00,100.00,5,2017-2018
Connecticut,73.00,49.00,0.67,24.00,0.33,1.00,1.40,3.00,4.10,22.00,30.10,33.00,45.20,14.00,19.20,0.00,0.00,0.00,0.00,13.00,17.80,1.00,1.40,5.00,6.80,39.00,100.00,5,2017-2018
Delaware,45.00,25.00,0.56,20.00,0.44,0.00,0.00,0.00,0.00,8.00,17.80,24.00,53.30,11.00,24.40,0.00,0.00,2.00,4.40,12.00,26.70,0.00,0.00,8.00,17.80,28.00,100.00,5,2017-2018
District of Columbia,26.00,15.00,0.58,11.00,0.42,0.00,0.00,0.00,0.00,4.00,15.40,22.00,84.60,0.00,0.00,0.00,0.00,0.00,0.00,4.00,15.40,0.00,0.00,4.00,15.40,13.00,100.00,5,2017-2018
Florida,"1,648.00","1,006.00",0.61,642.00,0.39,4.00,0.20,20.00,1.20,483.00,29.30,736.00,44.70,355.00,21.50,1.00,0.10,49.00,3.00,582.00,35.30,87.00,5.30,271.00,16.40,452.00,100.00,5,2017-2018
Georgia,"2,153.00","1,238.00",0.58,915.00,0.42,2.00,0.10,96.00,4.50,281.00,13.10,"1,393.00",64.70,322.00,15.00,7.00,0.30,52.00,2.40,463.00,21.50,109.00,5.10,338.00,15.70,405.00,100.00,5,2017-2018
Hawaii,19.00,16.00,0.84,3.00,0.16,0.00,0.00,1.00,5.30,4.00,21.10,0.00,0.00,5.00,26.30,7.00,36.80,2.00,10.50,5.00,26.30,0.00,0.00,1.00,5.30,15.00,100.00,5,2017-2018
Idaho,26.00,12.00,0.46,14.00,0.54,1.00,3.80,0.00,0.00,4.00,15.40,0.00,0.00,20.00,76.90,0.00,0.00,1.00,3.80,9.00,34.60,1.00,3.80,2.00,7.70,52.00,100.00,5,2017-2018
Illinois,122.00,90.00,0.74,32.00,0.26,0.00,0.00,1.00,0.80,17.00,13.90,54.00,44.30,44.00,36.10,0.00,0.00,6.00,4.90,17.00,13.90,3.00,2.50,14.00,11.50,93.00,100.00,5,2017-2018
Indiana,280.00,77.00,0.28,203.00,0.73,0.00,0.00,1.00,0.40,26.00,9.30,18.00,6.40,221.00,78.90,0.00,0.00,14.00,5.00,93.00,33.20,3.00,1.10,17.00,6.10,160.00,100.00,5,2017-2018
Iowa,27.00,16.00,0.59,11.00,0.41,0.00,0.00,0.00,0.00,5.00,18.50,3.00,11.10,17.00,63.00,0.00,0.00,2.00,7.40,13.00,48.10,0.00,0.00,4.00,14.80,29.00,100.00,5,2017-2018
Kansas,7.00,6.00,0.86,1.00,0.14,0.00,0.00,1.00,14.30,0.00,0.00,2.00,28.60,3.00,42.90,0.00,0.00,1.00,14.30,1.00,14.30,0.00,0.00,0.00,0.00,8.00,100.00,5,2017-2018
Kentucky,157.00,108.00,0.69,49.00,0.31,0.00,0.00,3.00,1.90,4.00,2.50,7.00,4.50,137.00,87.30,0.00,0.00,6.00,3.80,64.00,40.80,0.00,0.00,7.00,4.50,116.00,100.00,5,2017-2018
Louisiana,770.00,486.00,0.63,284.00,0.37,7.00,0.90,4.00,0.50,48.00,6.20,389.00,50.50,300.00,39.00,0.00,0.00,22.00,2.90,98.00,12.70,124.00,16.10,22.00,2.90,274.00,100.00,5,2017-2018
Maine,21.00,16.00,0.76,5.00,0.24,0.00,0.00,1.00,4.80,0.00,0.00,1.00,4.80,19.00,90.50,0.00,0.00,0.00,0.00,12.00,57.10,0.00,0.00,0.00,0.00,19.00,100.00,5,2017-2018
Maryland,88.00,56.00,0.64,32.00,0.36,1.00,1.10,4.00,4.50,11.00,12.50,57.00,64.80,14.00,15.90,0.00,0.00,1.00,1.10,16.00,18.20,5.00,5.70,8.00,9.10,150.00,100.00,5,2017-2018
Massachusetts,129.00,74.00,0.57,55.00,0.43,1.00,0.80,4.00,3.10,43.00,33.30,24.00,18.60,46.00,35.70,0.00,0.00,11.00,8.50,66.00,51.20,4.00,3.10,30.00,23.30,80.00,100.00,5,2017-2018
Michigan,300.00,184.00,0.61,116.00,0.39,3.00,1.00,3.00,1.00,16.00,5.30,157.00,52.30,108.00,36.00,0.00,0.00,13.00,4.30,56.00,18.70,4.00,1.30,21.00,7.00,187.00,100.00,5,2017-2018
Minnesota,42.00,25.00,0.60,17.00,0.40,5.00,11.90,16.00,38.10,2.00,4.80,10.00,23.80,7.00,16.70,0.00,0.00,2.00,4.80,10.00,23.80,0.00,0.00,20.00,47.60,29.00,100.00,5,2017-2018
Mississippi,702.00,442.00,0.63,260.00,0.37,1.00,0.10,4.00,0.60,26.00,3.70,450.00,64.10,209.00,29.80,1.00,0.10,11.00,1.60,67.00,9.50,10.00,1.40,18.00,2.60,242.00,100.00,5,2017-2018
Missouri,130.00,81.00,0.62,49.00,0.38,1.00,0.80,3.00,2.30,3.00,2.30,84.00,64.60,38.00,29.20,0.00,0.00,1.00,0.80,25.00,19.20,4.00,3.10,9.00,6.90,64.00,100.00,5,2017-2018
Montana,7.00,5.00,0.71,2.00,0.29,0.00,0.00,1.00,14.30,0.00,0.00,0.00,0.00,6.00,85.70,0.00,0.00,0.00,0.00,3.00,42.90,0.00,0.00,0.00,0.00,7.00,100.00,5,2017-2018
Nebraska,7.00,5.00,0.71,2.00,0.29,0.00,0.00,0.00,0.00,0.00,0.00,1.00,14.30,4.00,57.10,0.00,0.00,2.00,28.60,2.00,28.60,0.00,0.00,0.00,0.00,10.00,100.00,5,2017-2018
Nevada,61.00,29.00,0.48,32.00,0.52,2.00,3.30,2.00,3.30,24.00,39.30,14.00,23.00,18.00,29.50,0.00,0.00,1.00,1.60,8.00,13.10,3.00,4.90,10.00,16.40,44.00,100.00,5,2017-2018
New Hampshire,13.00,7.00,0.54,6.00,0.46,0.00,0.00,2.00,15.40,0.00,0.00,2.00,15.40,9.00,69.20,0.00,0.00,0.00,0.00,5.00,38.50,0.00,0.00,2.00,15.40,10.00,100.00,5,2017-2018
New Jersey,319.00,213.00,0.67,106.00,0.33,1.00,0.30,9.00,2.80,168.00,52.70,101.00,31.70,31.00,9.70,1.00,0.30,8.00,2.50,43.00,13.50,13.00,4.10,43.00,13.50,174.00,100.00,5,2017-2018
New Mexico,85.00,50.00,0.59,35.00,0.41,10.00,11.80,1.00,1.20,51.00,60.00,0.00,0.00,23.00,27.10,0.00,0.00,0.00,0.00,16.00,18.80,1.00,1.20,20.00,23.50,53.00,100.00,5,2017-2018
New York,694.00,441.00,0.64,253.00,0.36,8.00,1.20,23.00,3.30,235.00,33.90,312.00,45.00,96.00,13.80,0.00,0.00,20.00,2.90,234.00,33.70,27.00,3.90,119.00,17.10,304.00,100.00,5,2017-2018
North Carolina,459.00,282.00,0.61,177.00,0.39,13.00,2.80,7.00,1.50,56.00,12.20,187.00,40.70,172.00,37.50,0.00,0.00,24.00,5.20,134.00,29.20,16.00,3.50,32.00,7.00,260.00,100.00,5,2017-2018
North Dakota,8.00,3.00,0.38,5.00,0.63,2.00,25.00,0.00,0.00,1.00,12.50,0.00,0.00,4.00,50.00,0.00,0.00,1.00,12.50,3.00,37.50,0.00,0.00,0.00,0.00,7.00,100.00,5,2017-2018
Ohio,344.00,196.00,0.57,148.00,0.43,0.00,0.00,4.00,1.20,28.00,8.10,153.00,44.50,142.00,41.30,1.00,0.30,16.00,4.70,67.00,19.50,11.00,3.20,26.00,7.60,159.00,100.00,5,2017-2018
Oklahoma,419.00,274.00,0.65,145.00,0.35,64.00,15.30,4.00,1.00,32.00,7.60,59.00,14.10,219.00,52.30,4.00,1.00,37.00,8.80,89.00,21.20,16.00,3.80,21.00,5.00,231.00,100.00,5,2017-2018
Oregon,43.00,25.00,0.58,18.00,0.42,2.00,4.70,0.00,0.00,11.00,25.60,2.00,4.70,27.00,62.80,0.00,0.00,1.00,2.30,8.00,18.60,2.00,4.70,3.00,7.00,16.00,100.00,5,2017-2018
Pennsylvania,356.00,211.00,0.59,145.00,0.41,1.00,0.30,3.00,0.80,36.00,10.10,116.00,32.60,173.00,48.60,0.00,0.00,27.00,7.60,86.00,24.20,7.00,2.00,10.00,2.80,150.00,100.00,5,2017-2018
Rhode Island,19.00,9.00,0.47,10.00,0.53,0.00,0.00,0.00,0.00,9.00,47.40,3.00,15.80,7.00,36.80,0.00,0.00,0.00,0.00,9.00,47.40,0.00,0.00,6.00,31.60,10.00,100.00,5,2017-2018
South Carolina,231.00,146.00,0.63,85.00,0.37,3.00,1.30,2.00,0.90,18.00,7.80,93.00,40.30,107.00,46.30,0.00,0.00,8.00,3.50,110.00,47.60,6.00,2.60,14.00,6.10,125.00,100.00,5,2017-2018
South Dakota,7.00,4.00,0.57,3.00,0.43,5.00,71.40,0.00,0.00,0.00,0.00,0.00,0.00,2.00,28.60,0.00,0.00,0.00,0.00,2.00,28.60,0.00,0.00,0.00,0.00,7.00,100.00,5,2017-2018
Tennessee,285.00,171.00,0.60,114.00,0.40,0.00,0.00,0.00,0.00,29.00,10.20,144.00,50.50,106.00,37.20,0.00,0.00,6.00,2.10,48.00,16.80,8.00,2.80,29.00,10.20,161.00,100.00,5,2017-2018
Texas,"2,345.00","1,307.00",0.56,"1,038.00",0.44,9.00,0.40,23.00,1.00,"1,421.00",60.60,353.00,15.10,504.00,21.50,2.00,0.10,33.00,1.40,298.00,12.70,290.00,12.40,616.00,26.30,"1,002.00",100.00,5,2017-2018
Utah,32.00,19.00,0.59,13.00,0.41,0.00,0.00,2.00,6.30,8.00,25.00,1.00,3.10,17.00,53.10,1.00,3.10,3.00,9.40,8.00,25.00,0.00,0.00,5.00,15.60,23.00,100.00,5,2017-2018
Vermont,2.00,1.00,0.50,1.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,2.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,50.00,2.00,100.00,5,2017-2018
Virginia,132.00,75.00,0.57,57.00,0.43,2.00,1.50,3.00,2.30,15.00,11.40,47.00,35.60,59.00,44.70,0.00,0.00,6.00,4.50,70.00,53.00,4.00,3.00,13.00,9.80,163.00,100.00,5,2017-2018
Washington,85.00,42.00,0.49,43.00,0.51,2.00,2.40,3.00,3.50,21.00,24.70,6.00,7.10,48.00,56.50,0.00,0.00,5.00,5.90,35.00,41.20,3.00,3.50,16.00,18.80,64.00,100.00,5,2017-2018
West Virginia,45.00,31.00,0.69,14.00,0.31,0.00,0.00,0.00,0.00,0.00,0.00,3.00,6.70,41.00,91.10,0.00,0.00,1.00,2.20,19.00,42.20,2.00,4.40,0.00,0.00,30.00,100.00,5,2017-2018
Wisconsin,25.00,16.00,0.64,9.00,0.36,1.00,4.00,2.00,8.00,1.00,4.00,13.00,52.00,7.00,28.00,0.00,0.00,1.00,4.00,7.00,28.00,1.00,4.00,4.00,16.00,28.00,100.00,5,2017-2018
Wyoming,8.00,6.00,0.75,2.00,0.25,0.00,0.00,0.00,0.00,1.00,12.50,0.00,0.00,7.00,87.50,0.00,0.00,0.00,0.00,5.00,62.50,0.00,0.00,1.00,12.50,9.00,100.00,5,2017-2018
Puerto Rico,497.00,272.00,0.55,225.00,0.45,0.00,0.00,0.00,0.00,493.00,99.20,0.00,0.00,4.00,0.80,0.00,0.00,0.00,0.00,210.00,42.30,1.00,0.20,1.00,0.20,191.00,100.00,5,2017-2018
"50 states, District of Columbia, and Puerto Rico","15,183.00","8,960.00",0.59,"6,223.00",0.41,194.00,1.30,215.00,1.40,"4,434.00",29.20,"5,657.00",37.30,"4,179.00",27.50,22.00,0.10,482.00,3.20,"3,103.00",20.40,722.00,4.80,"2,308.00",15.20,"7,336.00",100.00,4,2017-2018
United States,"14,638.00","8,603.00",0.59,"6,035.00",0.41,194.00,0.01,215.00,0.01,"3,891.00",0.27,"5,657.00",0.39,"4,178.00",0.29,21.00,0.0014,482.00,0.03,"2,821.00",0.19,722.00,0.05,"2,304.00",0.16,"7,065.00",100.00,4,2017-2018
Alabama,340.00,198.00,0.58,142.00,0.42,3.00,0.90,1.00,0.30,16.00,4.70,204.00,60.00,111.00,32.60,0.00,0.00,5.00,1.50,26.00,7.60,2.00,0.60,13.00,3.80,164.00,100.00,4,2017-2018
Alaska,9.00,5.00,0.56,4.00,0.44,5.00,55.60,0.00,0.00,1.00,11.10,0.00,0.00,3.00,33.30,0.00,0.00,0.00,0.00,4.00,44.40,0.00,0.00,5.00,55.60,8.00,100.00,4,2017-2018
Arizona,279.00,177.00,0.63,102.00,0.37,20.00,7.20,2.00,0.70,142.00,50.90,20.00,7.20,86.00,30.80,0.00,0.00,9.00,3.20,44.00,15.80,4.00,1.40,30.00,10.80,138.00,100.00,4,2017-2018
Arkansas,83.00,60.00,0.72,23.00,0.28,1.00,1.20,1.00,1.20,8.00,9.60,19.00,22.90,51.00,61.40,0.00,0.00,3.00,3.60,9.00,10.80,8.00,9.60,5.00,6.00,91.00,100.00,4,2017-2018
California,413.00,241.00,0.58,172.00,0.42,8.00,1.90,24.00,5.80,252.00,61.00,43.00,10.40,65.00,15.70,3.00,0.70,18.00,4.40,68.00,16.50,6.00,1.50,153.00,37.00,281.00,100.00,4,2017-2018
Colorado,99.00,56.00,0.57,43.00,0.43,1.00,1.00,1.00,1.00,40.00,40.40,9.00,9.10,46.00,46.50,0.00,0.00,2.00,2.00,6.00,6.10,5.00,5.10,23.00,23.20,71.00,100.00,4,2017-2018
Connecticut,75.00,43.00,0.57,32.00,0.43,0.00,0.00,5.00,6.70,26.00,34.70,18.00,24.00,21.00,28.00,0.00,0.00,5.00,6.70,11.00,14.70,3.00,4.00,23.00,30.70,56.00,100.00,4,2017-2018
Delaware,40.00,27.00,0.68,13.00,0.33,0.00,0.00,0.00,0.00,13.00,32.50,19.00,47.50,8.00,20.00,0.00,0.00,0.00,0.00,8.00,20.00,0.00,0.00,10.00,25.00,22.00,100.00,4,2017-2018
District of Columbia,41.00,27.00,0.66,14.00,0.34,0.00,0.00,0.00,0.00,3.00,7.30,37.00,90.20,1.00,2.40,0.00,0.00,0.00,0.00,8.00,19.50,0.00,0.00,2.00,4.90,28.00,100.00,4,2017-2018
Florida,"2,628.00","1,522.00",0.58,"1,106.00",0.42,6.00,0.20,33.00,1.30,809.00,30.80,"1,175.00",44.70,526.00,20.00,3.00,0.10,76.00,2.90,776.00,29.50,130.00,4.90,506.00,19.30,628.00,100.00,4,2017-2018
Georgia,781.00,460.00,0.59,321.00,0.41,0.00,0.00,13.00,1.70,85.00,10.90,433.00,55.40,219.00,28.00,0.00,0.00,31.00,4.00,190.00,24.30,28.00,3.60,66.00,8.50,405.00,100.00,4,2017-2018
Hawaii,20.00,9.00,0.45,11.00,0.55,0.00,0.00,1.00,5.00,5.00,25.00,1.00,5.00,3.00,15.00,5.00,25.00,5.00,25.00,4.00,20.00,0.00,0.00,2.00,10.00,15.00,100.00,4,2017-2018
Idaho,19.00,10.00,0.53,9.00,0.47,0.00,0.00,0.00,0.00,5.00,26.30,1.00,5.30,13.00,68.40,0.00,0.00,0.00,0.00,5.00,26.30,0.00,0.00,2.00,10.50,50.00,100.00,4,2017-2018
Illinois,95.00,58.00,0.61,37.00,0.39,0.00,0.00,1.00,1.10,14.00,14.70,48.00,50.50,23.00,24.20,0.00,0.00,9.00,9.50,14.00,14.70,3.00,3.20,14.00,14.70,74.00,100.00,4,2017-2018
Indiana,177.00,87.00,0.49,90.00,0.51,0.00,0.00,2.00,1.10,33.00,18.60,36.00,20.30,99.00,55.90,0.00,0.00,7.00,4.00,39.00,22.00,4.00,2.30,17.00,9.60,167.00,100.00,4,2017-2018
Iowa,21.00,12.00,0.57,9.00,0.43,0.00,0.00,1.00,4.80,1.00,4.80,0.00,0.00,18.00,85.70,1.00,4.80,0.00,0.00,11.00,52.40,1.00,4.80,3.00,14.30,24.00,100.00,4,2017-2018
Kansas,11.00,5.00,0.45,6.00,0.55,1.00,9.10,0.00,0.00,4.00,36.40,3.00,27.30,3.00,27.30,0.00,0.00,0.00,0.00,3.00,27.30,0.00,0.00,2.00,18.20,12.00,100.00,4,2017-2018
Kentucky,262.00,168.00,0.64,94.00,0.36,0.00,0.00,2.00,0.80,6.00,2.30,6.00,2.30,239.00,91.20,0.00,0.00,9.00,3.40,46.00,17.60,1.00,0.40,6.00,2.30,137.00,100.00,4,2017-2018
Louisiana,"1,285.00",775.00,0.60,510.00,0.40,6.00,0.50,1.00,0.10,87.00,6.80,746.00,58.10,408.00,31.80,1.00,0.10,36.00,2.80,169.00,13.20,164.00,12.80,51.00,4.00,383.00,100.00,4,2017-2018
Maine,32.00,19.00,0.59,13.00,0.41,0.00,0.00,0.00,0.00,0.00,0.00,1.00,3.10,31.00,96.90,0.00,0.00,0.00,0.00,9.00,28.10,1.00,3.10,1.00,3.10,25.00,100.00,4,2017-2018
Maryland,135.00,89.00,0.66,46.00,0.34,1.00,0.70,1.00,0.70,15.00,11.10,99.00,73.30,15.00,11.10,0.00,0.00,4.00,3.00,20.00,14.80,9.00,6.70,11.00,8.10,169.00,100.00,4,2017-2018
Massachusetts,109.00,70.00,0.64,39.00,0.36,1.00,0.90,5.00,4.60,43.00,39.40,26.00,23.90,29.00,26.60,0.00,0.00,5.00,4.60,45.00,41.30,7.00,6.40,47.00,43.10,86.00,100.00,4,2017-2018
Michigan,304.00,179.00,0.59,125.00,0.41,1.00,0.30,5.00,1.60,22.00,7.20,176.00,57.90,89.00,29.30,0.00,0.00,11.00,3.60,50.00,16.40,2.00,0.70,14.00,4.60,189.00,100.00,4,2017-2018
Minnesota,31.00,14.00,0.45,17.00,0.55,1.00,3.20,9.00,29.00,5.00,16.10,10.00,32.30,6.00,19.40,0.00,0.00,0.00,0.00,7.00,22.60,0.00,0.00,14.00,45.20,23.00,100.00,4,2017-2018
Mississippi,924.00,571.00,0.62,353.00,0.38,4.00,0.40,0.00,0.00,16.00,1.70,624.00,67.50,271.00,29.30,0.00,0.00,9.00,1.00,73.00,7.90,4.00,0.40,12.00,1.30,270.00,100.00,4,2017-2018
Missouri,131.00,78.00,0.60,53.00,0.40,0.00,0.00,1.00,0.80,6.00,4.60,67.00,51.10,52.00,39.70,0.00,0.00,5.00,3.80,17.00,13.00,3.00,2.30,7.00,5.30,90.00,100.00,4,2017-2018
Montana,18.00,8.00,0.44,10.00,0.56,5.00,27.80,1.00,5.60,0.00,0.00,0.00,0.00,12.00,66.70,0.00,0.00,0.00,0.00,3.00,16.70,0.00,0.00,0.00,0.00,14.00,100.00,4,2017-2018
Nebraska,10.00,5.00,0.50,5.00,0.50,0.00,0.00,1.00,10.00,1.00,10.00,0.00,0.00,8.00,80.00,0.00,0.00,0.00,0.00,2.00,20.00,0.00,0.00,2.00,20.00,8.00,100.00,4,2017-2018
Nevada,131.00,70.00,0.53,61.00,0.47,1.00,0.80,4.00,3.10,54.00,41.20,32.00,24.40,34.00,26.00,1.00,0.80,5.00,3.80,23.00,17.60,7.00,5.30,28.00,21.40,75.00,100.00,4,2017-2018
New Hampshire,15.00,11.00,0.73,4.00,0.27,0.00,0.00,0.00,0.00,1.00,6.70,1.00,6.70,13.00,86.70,0.00,0.00,0.00,0.00,3.00,20.00,1.00,6.70,2.00,13.30,12.00,100.00,4,2017-2018
New Jersey,421.00,241.00,0.57,180.00,0.43,0.00,0.00,14.00,3.30,252.00,59.90,101.00,24.00,42.00,10.00,1.00,0.20,11.00,2.60,47.00,11.20,17.00,4.00,84.00,20.00,200.00,100.00,4,2017-2018
New Mexico,139.00,78.00,0.56,61.00,0.44,16.00,11.50,0.00,0.00,89.00,64.00,4.00,2.90,29.00,20.90,0.00,0.00,1.00,0.70,25.00,18.00,0.00,0.00,40.00,28.80,90.00,100.00,4,2017-2018
New York,865.00,485.00,0.56,380.00,0.44,7.00,0.80,38.00,4.40,364.00,42.10,352.00,40.70,90.00,10.40,1.00,0.10,13.00,1.50,186.00,21.50,25.00,2.90,201.00,23.20,431.00,100.00,4,2017-2018
North Carolina,664.00,391.00,0.59,273.00,0.41,7.00,1.10,6.00,0.90,101.00,15.20,303.00,45.60,211.00,31.80,0.00,0.00,36.00,5.40,125.00,18.80,16.00,2.40,67.00,10.10,321.00,100.00,4,2017-2018
North Dakota,5.00,2.00,0.40,3.00,0.60,0.00,0.00,0.00,0.00,0.00,0.00,2.00,40.00,3.00,60.00,0.00,0.00,0.00,0.00,1.00,20.00,0.00,0.00,2.00,40.00,5.00,100.00,4,2017-2018
Ohio,484.00,284.00,0.59,200.00,0.41,1.00,0.20,4.00,0.80,45.00,9.30,202.00,41.70,209.00,43.20,0.00,0.00,23.00,4.80,144.00,29.80,11.00,2.30,40.00,8.30,190.00,100.00,4,2017-2018
Oklahoma,508.00,288.00,0.57,220.00,0.43,85.00,16.70,4.00,0.80,42.00,8.30,69.00,13.60,264.00,52.00,0.00,0.00,44.00,8.70,134.00,26.40,16.00,3.10,40.00,7.90,290.00,100.00,4,2017-2018
Oregon,45.00,27.00,0.60,18.00,0.40,0.00,0.00,0.00,0.00,6.00,13.30,0.00,0.00,31.00,68.90,0.00,0.00,8.00,17.80,9.00,20.00,1.00,2.20,3.00,6.70,15.00,100.00,4,2017-2018
Pennsylvania,371.00,193.00,0.52,178.00,0.48,1.00,0.30,5.00,1.30,31.00,8.40,152.00,41.00,153.00,41.20,0.00,0.00,29.00,7.80,79.00,21.30,3.00,0.80,14.00,3.80,148.00,100.00,4,2017-2018
Rhode Island,19.00,10.00,0.53,9.00,0.47,0.00,0.00,2.00,10.50,10.00,52.60,4.00,21.10,2.00,10.50,0.00,0.00,1.00,5.30,6.00,31.60,0.00,0.00,12.00,63.20,9.00,100.00,4,2017-2018
South Carolina,202.00,118.00,0.58,84.00,0.42,0.00,0.00,3.00,1.50,19.00,9.40,96.00,47.50,73.00,36.10,0.00,0.00,11.00,5.40,57.00,28.20,8.00,4.00,21.00,10.40,114.00,100.00,4,2017-2018
South Dakota,8.00,3.00,0.38,5.00,0.63,4.00,50.00,0.00,0.00,1.00,12.50,0.00,0.00,0.00,0.00,0.00,0.00,3.00,37.50,3.00,37.50,0.00,0.00,1.00,12.50,8.00,100.00,4,2017-2018
Tennessee,187.00,117.00,0.63,70.00,0.37,1.00,0.50,2.00,1.10,11.00,5.90,52.00,27.80,117.00,62.60,0.00,0.00,4.00,2.10,38.00,20.30,10.00,5.30,11.00,5.90,123.00,100.00,4,2017-2018
Texas,"1,796.00","1,055.00",0.59,741.00,0.41,6.00,0.30,17.00,0.90,"1,148.00",63.90,319.00,17.80,279.00,15.50,1.00,0.10,26.00,1.40,175.00,9.70,210.00,11.70,650.00,36.20,"1,063.00",100.00,4,2017-2018
Utah,44.00,32.00,0.73,12.00,0.27,0.00,0.00,2.00,4.50,12.00,27.30,1.00,2.30,25.00,56.80,2.00,4.50,2.00,4.50,8.00,18.20,1.00,2.30,5.00,11.40,23.00,100.00,4,2017-2018
Vermont,7.00,5.00,0.71,2.00,0.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,100.00,0.00,0.00,0.00,0.00,3.00,42.90,0.00,0.00,0.00,0.00,8.00,100.00,4,2017-2018
Virginia,224.00,139.00,0.62,85.00,0.38,1.00,0.40,2.00,0.90,21.00,9.40,116.00,51.80,74.00,33.00,0.00,0.00,10.00,4.50,54.00,24.10,8.00,3.60,24.00,10.70,192.00,100.00,4,2017-2018
Washington,48.00,26.00,0.54,22.00,0.46,0.00,0.00,1.00,2.10,14.00,29.20,1.00,2.10,28.00,58.30,2.00,4.20,2.00,4.20,16.00,33.30,1.00,2.10,11.00,22.90,52.00,100.00,4,2017-2018
