State,Total Students,Number_Male,Percent_Male,Number_Female,Percent_Female,Number_American Indian or Alaska Native,"Percent_American Indian or
Alaska Native",Number_Asian,Percent_Asian,Number_Hispanic or Latino of any race,Percent_Hispanic or Latino of any race,Number_Black or African American,Percent_Black or African American,Number_White,Percent_White,Number_Native Hawaiian or Other Pacific Islander,Percent_Native Hawaiian or Other Pacific Islander,Number_Two or more races,Percent_Two or more races,Number_Students With Disabilities Served Under IDEA,Percent_Students With Disabilities Served Under IDEA,Number_Students With Disabilities Served Only Under Section 504,Percent_Students With Disabilities Served Only Under Section 504,Number_English Language Learners,Percent_English Language Learners,Number of Schools,Percent of Schools Reporting,Grade,Academic Year
United States,"93,147.00","56,326.00",0.60,"36,821.00",0.40,"1,205.00",1.30,"2,570.00",2.80,"28,306.00",30.40,"27,951.00",30.00,"30,554.00",32.80,494.00,0.50,"2,067.00",2.20,"15,974.00",17.10,"2,477.00",2.70,"8,342.00",9.00,"8,380.00",100.00,11,2013-2014
Alabama,"1,835.00","1,129.00",0.62,706.00,0.38,9.00,0.50,10.00,0.50,70.00,3.80,"1,050.00",57.20,671.00,36.60,5.00,0.30,20.00,1.10,224.00,12.20,10.00,0.50,42.00,2.30,204.00,100.00,11,2013-2014
Alaska,238.00,140.00,0.59,98.00,0.41,81.00,34.00,6.00,2.50,13.00,5.50,12.00,5.00,105.00,44.10,3.00,1.30,18.00,7.60,10.00,4.20,6.00,2.50,23.00,9.70,58.00,100.00,11,2013-2014
Arizona,"2,533.00","1,492.00",0.59,"1,041.00",0.41,127.00,5.00,25.00,1.00,"1,690.00",66.70,214.00,8.40,449.00,17.70,3.00,0.10,25.00,1.00,303.00,12.00,37.00,1.50,132.00,5.20,73.00,100.00,11,2013-2014
Arkansas,410.00,275.00,0.67,135.00,0.33,3.00,0.70,4.00,1.00,41.00,10.00,194.00,47.30,153.00,37.30,6.00,1.50,9.00,2.20,35.00,8.50,14.00,3.40,26.00,6.30,74.00,100.00,11,2013-2014
California,"6,606.00","3,971.00",0.60,"2,635.00",0.40,61.00,0.90,322.00,4.90,"4,207.00",63.70,820.00,12.40,"1,038.00",15.70,57.00,0.90,101.00,1.50,803.00,12.20,81.00,1.20,"1,388.00",21.00,452.00,100.00,11,2013-2014
Colorado,817.00,477.00,0.58,340.00,0.42,9.00,1.10,8.00,1.00,473.00,57.90,73.00,8.90,233.00,28.50,3.00,0.40,18.00,2.20,92.00,11.30,8.00,1.00,170.00,20.80,123.00,100.00,11,2013-2014
Connecticut,"1,047.00",653.00,0.62,394.00,0.38,4.00,0.40,14.00,1.30,328.00,31.30,286.00,27.30,403.00,38.50,0.00,0.00,12.00,1.10,173.00,16.50,45.00,4.30,93.00,8.90,121.00,100.00,11,2013-2014
Delaware,293.00,184.00,0.63,109.00,0.37,3.00,1.00,5.00,1.70,38.00,13.00,136.00,46.40,106.00,36.20,0.00,0.00,5.00,1.70,72.00,24.60,8.00,2.70,9.00,3.10,31.00,100.00,11,2013-2014
District of Columbia,173.00,117.00,0.68,56.00,0.32,0.00,0.00,3.00,1.70,29.00,16.80,134.00,77.50,5.00,2.90,2.00,1.20,0.00,0.00,45.00,26.00,3.00,1.70,14.00,8.10,25.00,100.00,11,2013-2014
Florida,"9,097.00","5,581.00",0.61,"3,516.00",0.39,45.00,0.50,138.00,1.50,"2,455.00",27.00,"2,753.00",30.30,"3,456.00",38.00,9.00,0.10,241.00,2.60,"1,858.00",20.40,339.00,3.70,758.00,8.30,357.00,100.00,11,2013-2014
Georgia,"5,675.00","3,422.00",0.60,"2,253.00",0.40,11.00,0.20,138.00,2.40,693.00,12.20,"3,070.00",54.10,"1,608.00",28.30,9.00,0.20,146.00,2.60,796.00,14.00,177.00,3.10,228.00,4.00,395.00,100.00,11,2013-2014
Hawaii,502.00,299.00,0.60,203.00,0.40,5.00,1.00,146.00,29.10,33.00,6.60,12.00,2.40,58.00,11.60,212.00,42.20,36.00,7.20,101.00,20.10,17.00,3.40,50.00,10.00,52.00,100.00,11,2013-2014
Idaho,231.00,126.00,0.55,105.00,0.45,3.00,1.30,5.00,2.20,58.00,25.10,6.00,2.60,154.00,66.70,0.00,0.00,5.00,2.20,21.00,9.10,12.00,5.20,39.00,16.90,36.00,100.00,11,2013-2014
Illinois,"4,181.00","2,495.00",0.60,"1,686.00",0.40,16.00,0.40,51.00,1.20,"1,500.00",35.90,"1,221.00",29.20,"1,306.00",31.20,4.00,0.10,83.00,2.00,758.00,18.10,95.00,2.30,244.00,5.80,345.00,99.40,11,2013-2014
Indiana,273.00,166.00,0.61,107.00,0.39,0.00,0.00,3.00,1.10,25.00,9.20,65.00,23.80,164.00,60.10,0.00,0.00,16.00,5.90,78.00,28.60,3.00,1.10,14.00,5.10,59.00,100.00,11,2013-2014
Iowa,268.00,136.00,0.51,132.00,0.49,1.00,0.40,6.00,2.20,26.00,9.70,16.00,6.00,210.00,78.40,0.00,0.00,9.00,3.40,42.00,15.70,13.00,4.90,11.00,4.10,42.00,100.00,11,2013-2014
Kansas,350.00,210.00,0.60,140.00,0.40,8.00,2.30,10.00,2.90,103.00,29.40,75.00,21.40,137.00,39.10,2.00,0.60,15.00,4.30,56.00,16.00,5.00,1.40,57.00,16.30,66.00,100.00,11,2013-2014
Kentucky,"1,096.00",700.00,0.64,396.00,0.36,1.00,0.10,8.00,0.70,62.00,5.70,335.00,30.60,671.00,61.20,0.00,0.00,19.00,1.70,113.00,10.30,12.00,1.10,18.00,1.60,147.00,100.00,11,2013-2014
Louisiana,"1,316.00",756.00,0.57,560.00,0.43,8.00,0.60,18.00,1.40,70.00,5.30,709.00,53.90,502.00,38.10,3.00,0.20,7.00,0.50,175.00,13.30,79.00,6.00,50.00,3.80,186.00,100.00,11,2013-2014
Maine,87.00,54.00,0.62,33.00,0.38,3.00,3.40,2.00,2.30,5.00,5.70,2.00,2.30,75.00,86.20,0.00,0.00,0.00,0.00,29.00,33.30,5.00,5.70,4.00,4.60,17.00,100.00,11,2013-2014
Maryland,"3,217.00","1,958.00",0.61,"1,259.00",0.39,7.00,0.20,102.00,3.20,583.00,18.10,"1,824.00",56.70,630.00,19.60,3.00,0.10,68.00,2.10,639.00,19.90,118.00,3.70,148.00,4.60,187.00,100.00,11,2013-2014
Massachusetts,"1,223.00",759.00,0.62,464.00,0.38,9.00,0.70,46.00,3.80,334.00,27.30,208.00,17.00,592.00,48.40,0.00,0.00,34.00,2.80,318.00,26.00,63.00,5.20,160.00,13.10,197.00,100.00,11,2013-2014
Michigan,"2,383.00","1,408.00",0.59,975.00,0.41,34.00,1.40,29.00,1.20,209.00,8.80,758.00,31.80,"1,279.00",53.70,0.00,0.00,73.00,3.10,421.00,17.70,28.00,1.20,105.00,4.40,335.00,100.00,11,2013-2014
Minnesota,714.00,370.00,0.52,344.00,0.48,12.00,1.70,61.00,8.50,90.00,12.60,143.00,20.00,397.00,55.60,4.00,0.60,7.00,1.00,112.00,15.70,4.00,0.60,66.00,9.20,77.00,100.00,11,2013-2014
Mississippi,"1,203.00",779.00,0.65,424.00,0.35,4.00,0.30,13.00,1.10,29.00,2.40,859.00,71.40,295.00,24.50,1.00,0.10,2.00,0.20,80.00,6.70,5.00,0.40,12.00,1.00,163.00,100.00,11,2013-2014
Missouri,781.00,475.00,0.61,306.00,0.39,4.00,0.50,15.00,1.90,66.00,8.50,251.00,32.10,423.00,54.20,2.00,0.30,20.00,2.60,125.00,16.00,23.00,2.90,42.00,5.40,107.00,100.00,11,2013-2014
Montana,69.00,40.00,0.58,29.00,0.42,30.00,43.50,2.00,2.90,3.00,4.30,0.00,0.00,32.00,46.40,0.00,0.00,2.00,2.90,9.00,13.00,5.00,7.20,9.00,13.00,23.00,100.00,11,2013-2014
Nebraska,176.00,125.00,0.71,51.00,0.29,1.00,0.60,4.00,2.30,21.00,11.90,16.00,9.10,127.00,72.20,0.00,0.00,7.00,4.00,47.00,26.70,6.00,3.40,5.00,2.80,22.00,100.00,11,2013-2014
Nevada,279.00,165.00,0.59,114.00,0.41,12.00,4.30,8.00,2.90,69.00,24.70,19.00,6.80,160.00,57.30,2.00,0.70,9.00,3.20,57.00,20.40,2.00,0.70,16.00,5.70,43.00,100.00,11,2013-2014
New Hampshire,487.00,307.00,0.63,180.00,0.37,5.00,1.00,5.00,1.00,44.00,9.00,28.00,5.70,398.00,81.70,1.00,0.20,6.00,1.20,93.00,19.10,43.00,8.80,33.00,6.80,48.00,100.00,11,2013-2014
New Jersey,961.00,618.00,0.64,343.00,0.36,6.00,0.60,34.00,3.50,347.00,36.10,343.00,35.70,219.00,22.80,2.00,0.20,10.00,1.00,239.00,24.90,21.00,2.20,85.00,8.80,151.00,100.00,11,2013-2014
New Mexico,596.00,336.00,0.56,260.00,0.44,97.00,16.30,4.00,0.70,349.00,58.60,19.00,3.20,112.00,18.80,3.00,0.50,12.00,2.00,77.00,12.90,13.00,2.20,100.00,16.80,70.00,100.00,11,2013-2014
New York,"6,363.00","3,658.00",0.57,"2,705.00",0.43,69.00,1.10,525.00,8.30,"2,659.00",41.80,"2,147.00",33.70,926.00,14.60,12.00,0.20,25.00,0.40,"1,363.00",21.40,57.00,0.90,984.00,15.50,659.00,100.00,11,2013-2014
North Carolina,"5,226.00","3,389.00",0.65,"1,837.00",0.35,120.00,2.30,57.00,1.10,810.00,15.50,"2,063.00",39.50,"1,953.00",37.40,11.00,0.20,212.00,4.10,"1,104.00",21.10,121.00,2.30,236.00,4.50,453.00,100.00,11,2013-2014
North Dakota,40.00,25.00,0.63,15.00,0.38,9.00,22.50,2.00,5.00,4.00,10.00,6.00,15.00,17.00,42.50,0.00,0.00,2.00,5.00,7.00,17.50,0.00,0.00,2.00,5.00,15.00,100.00,11,2013-2014
Ohio,"3,235.00","1,826.00",0.56,"1,409.00",0.44,6.00,0.20,30.00,0.90,207.00,6.40,"1,365.00",42.20,"1,484.00",45.90,3.00,0.10,141.00,4.40,631.00,19.50,54.00,1.70,99.00,3.10,254.00,100.00,11,2013-2014
Oklahoma,854.00,520.00,0.61,334.00,0.39,120.00,14.10,12.00,1.40,182.00,21.30,145.00,17.00,364.00,42.60,5.00,0.60,26.00,3.00,176.00,20.60,12.00,1.40,67.00,7.80,125.00,100.00,11,2013-2014
Oregon,"1,674.00",963.00,0.58,711.00,0.42,26.00,1.60,26.00,1.60,623.00,37.20,42.00,2.50,831.00,49.60,34.00,2.00,92.00,5.50,268.00,16.00,28.00,1.70,117.00,7.00,51.00,100.00,11,2013-2014
Pennsylvania,"2,399.00","1,445.00",0.60,954.00,0.40,5.00,0.20,44.00,1.80,416.00,17.30,687.00,28.60,"1,185.00",49.40,2.00,0.10,60.00,2.50,488.00,20.30,59.00,2.50,112.00,4.70,350.00,100.00,11,2013-2014
Rhode Island,228.00,152.00,0.67,76.00,0.33,3.00,1.30,5.00,2.20,73.00,32.00,37.00,16.20,103.00,45.20,0.00,0.00,7.00,3.10,57.00,25.00,13.00,5.70,14.00,6.10,33.00,100.00,11,2013-2014
South Carolina,"1,955.00","1,218.00",0.62,737.00,0.38,9.00,0.50,17.00,0.90,127.00,6.50,870.00,44.50,896.00,45.80,2.00,0.10,34.00,1.70,382.00,19.50,53.00,2.70,91.00,4.70,165.00,100.00,11,2013-2014
South Dakota,253.00,143.00,0.57,110.00,0.43,50.00,19.80,4.00,1.60,24.00,9.50,14.00,5.50,150.00,59.30,0.00,0.00,11.00,4.30,36.00,14.20,11.00,4.30,7.00,2.80,32.00,100.00,11,2013-2014
Tennessee,"1,712.00","1,124.00",0.66,588.00,0.34,2.00,0.10,16.00,0.90,146.00,8.50,989.00,57.80,539.00,31.50,5.00,0.30,15.00,0.90,265.00,15.50,11.00,0.60,43.00,2.50,145.00,100.00,11,2013-2014
Texas,"12,513.00","7,668.00",0.61,"4,845.00",0.39,56.00,0.40,218.00,1.70,"7,252.00",58.00,"2,207.00",17.60,"2,648.00",21.20,10.00,0.10,122.00,1.00,"1,525.00",12.20,554.00,4.40,"1,326.00",10.60,"1,041.00",100.00,11,2013-2014
Utah,612.00,344.00,0.56,268.00,0.44,11.00,1.80,11.00,1.80,94.00,15.40,16.00,2.60,464.00,75.80,12.00,2.00,4.00,0.70,141.00,23.00,32.00,5.20,13.00,2.10,28.00,100.00,11,2013-2014
Vermont,103.00,68.00,0.66,35.00,0.34,2.00,1.90,2.00,1.90,3.00,2.90,4.00,3.90,92.00,89.30,0.00,0.00,0.00,0.00,14.00,13.60,11.00,10.70,3.00,2.90,24.00,100.00,11,2013-2014
Virginia,"2,410.00","1,480.00",0.61,930.00,0.39,7.00,0.30,161.00,6.70,714.00,29.60,836.00,34.70,630.00,26.10,2.00,0.10,59.00,2.40,420.00,17.40,51.00,2.10,738.00,30.60,267.00,100.00,11,2013-2014
Washington,"2,692.00","1,509.00",0.56,"1,183.00",0.44,55.00,2.00,165.00,6.10,714.00,26.50,283.00,10.50,"1,234.00",45.80,58.00,2.20,183.00,6.80,587.00,21.80,84.00,3.10,251.00,9.30,214.00,100.00,11,2013-2014
West Virginia,323.00,205.00,0.63,118.00,0.37,3.00,0.90,0.00,0.00,4.00,1.20,33.00,10.20,277.00,85.80,0.00,0.00,6.00,1.90,41.00,12.70,7.00,2.20,4.00,1.20,60.00,100.00,11,2013-2014
Wisconsin,"1,394.00",836.00,0.60,558.00,0.40,22.00,1.60,30.00,2.20,191.00,13.70,556.00,39.90,562.00,40.30,1.00,0.10,31.00,2.20,459.00,32.90,17.00,1.20,83.00,6.00,163.00,100.00,11,2013-2014
Wyoming,44.00,30.00,0.68,14.00,0.32,11.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,31.00,70.50,0.00,0.00,2.00,4.50,9.00,20.50,2.00,4.50,1.00,2.30,15.00,100.00,11,2013-2014
United States,"141,406.00","84,668.00",0.60,"56,738.00",0.40,"2,220.00",1.60,"5,008.00",3.50,"44,031.00",31.10,"34,177.00",24.20,"51,985.00",36.80,556.00,0.40,"3,429.00",2.40,"42,618.00",30.10,"3,783.00",2.70,"15,557.00",11.00,"11,097.00",100.00,12,2013-2014
Alabama,"1,459.00",904.00,0.62,555.00,0.38,9.00,0.60,17.00,1.20,61.00,4.20,778.00,53.30,579.00,39.70,1.00,0.10,13.00,0.90,341.00,23.40,18.00,1.20,33.00,2.30,183.00,100.00,12,2013-2014
Alaska,794.00,484.00,0.61,310.00,0.39,207.00,26.10,38.00,4.80,65.00,8.20,46.00,5.80,320.00,40.30,32.00,4.00,86.00,10.80,254.00,32.00,17.00,2.10,77.00,9.70,108.00,100.00,12,2013-2014
Arizona,"5,625.00","3,450.00",0.61,"2,175.00",0.39,388.00,6.90,106.00,1.90,"3,239.00",57.60,381.00,6.80,"1,418.00",25.20,26.00,0.50,67.00,1.20,"1,099.00",19.50,477.00,8.50,329.00,5.80,203.00,100.00,12,2013-2014
Arkansas,271.00,172.00,0.63,99.00,0.37,0.00,0.00,7.00,2.60,55.00,20.30,75.00,27.70,125.00,46.10,4.00,1.50,5.00,1.80,39.00,14.40,8.00,3.00,35.00,12.90,75.00,100.00,12,2013-2014
California,"14,251.00","8,673.00",0.61,"5,578.00",0.39,110.00,0.80,767.00,5.40,"9,129.00",64.10,"1,755.00",12.30,"2,139.00",15.00,110.00,0.80,241.00,1.70,"3,756.00",26.40,188.00,1.30,"4,507.00",31.60,765.00,100.00,12,2013-2014
Colorado,"6,698.00","3,895.00",0.58,"2,803.00",0.42,107.00,1.60,184.00,2.70,"3,004.00",44.80,486.00,7.30,"2,721.00",40.60,17.00,0.30,179.00,2.70,"1,943.00",29.00,108.00,1.60,"1,120.00",16.70,320.00,100.00,12,2013-2014
Connecticut,"1,281.00",817.00,0.64,464.00,0.36,6.00,0.50,36.00,2.80,292.00,22.80,258.00,20.10,672.00,52.50,3.00,0.20,14.00,1.10,538.00,42.00,114.00,8.90,83.00,6.50,149.00,100.00,12,2013-2014
Delaware,281.00,157.00,0.56,124.00,0.44,3.00,1.10,13.00,4.60,31.00,11.00,119.00,42.30,109.00,38.80,0.00,0.00,6.00,2.10,142.00,50.50,7.00,2.50,6.00,2.10,24.00,100.00,12,2013-2014
District of Columbia,73.00,40.00,0.55,33.00,0.45,0.00,0.00,0.00,0.00,8.00,11.00,61.00,83.60,2.00,2.70,0.00,0.00,2.00,2.70,26.00,35.60,0.00,0.00,2.00,2.70,16.00,100.00,12,2013-2014
Florida,"9,781.00","5,947.00",0.61,"3,834.00",0.39,35.00,0.40,145.00,1.50,"2,692.00",27.50,"3,762.00",38.50,"2,923.00",29.90,11.00,0.10,213.00,2.20,"2,548.00",26.10,243.00,2.50,703.00,7.20,455.00,100.00,12,2013-2014
Georgia,"6,160.00","3,655.00",0.59,"2,505.00",0.41,16.00,0.30,241.00,3.90,880.00,14.30,"3,278.00",53.20,"1,603.00",26.00,7.00,0.10,135.00,2.20,"2,303.00",37.40,295.00,4.80,309.00,5.00,393.00,100.00,12,2013-2014
Hawaii,93.00,61.00,0.66,32.00,0.34,0.00,0.00,17.00,18.30,8.00,8.60,5.00,5.40,14.00,15.10,44.00,47.30,5.00,5.40,37.00,39.80,0.00,0.00,9.00,9.70,35.00,100.00,12,2013-2014
Idaho,415.00,249.00,0.60,166.00,0.40,10.00,2.40,6.00,1.40,105.00,25.30,7.00,1.70,277.00,66.70,3.00,0.70,7.00,1.70,86.00,20.70,19.00,4.60,32.00,7.70,58.00,100.00,12,2013-2014
Illinois,"5,884.00","3,663.00",0.62,"2,221.00",0.38,23.00,0.40,181.00,3.10,"1,766.00",30.00,"1,547.00",26.30,"2,241.00",38.10,16.00,0.30,110.00,1.90,"2,788.00",47.40,122.00,2.10,481.00,8.20,477.00,99.60,12,2013-2014
Indiana,"1,657.00","1,018.00",0.61,639.00,0.39,9.00,0.50,27.00,1.60,169.00,10.20,302.00,18.20,"1,076.00",64.90,2.00,0.10,72.00,4.30,603.00,36.40,39.00,2.40,117.00,7.10,134.00,100.00,12,2013-2014
Iowa,"1,023.00",592.00,0.58,431.00,0.42,10.00,1.00,41.00,4.00,239.00,23.40,123.00,12.00,571.00,55.80,0.00,0.00,39.00,3.80,330.00,32.30,18.00,1.80,47.00,4.60,80.00,100.00,12,2013-2014
Kansas,492.00,294.00,0.60,198.00,0.40,14.00,2.80,9.00,1.80,125.00,25.40,103.00,20.90,224.00,45.50,3.00,0.60,14.00,2.80,142.00,28.90,3.00,0.60,58.00,11.80,76.00,100.00,12,2013-2014
Kentucky,854.00,519.00,0.61,335.00,0.39,0.00,0.00,15.00,1.80,32.00,3.70,268.00,31.40,525.00,61.50,1.00,0.10,13.00,1.50,62.00,7.30,3.00,0.40,18.00,2.10,132.00,100.00,12,2013-2014
Louisiana,"1,653.00",911.00,0.55,742.00,0.45,10.00,0.60,28.00,1.70,77.00,4.70,976.00,59.00,549.00,33.20,2.00,0.10,12.00,0.70,405.00,24.50,100.00,6.00,48.00,2.90,206.00,100.00,12,2013-2014
Maine,306.00,195.00,0.64,111.00,0.36,4.00,1.30,6.00,2.00,4.00,1.30,26.00,8.50,262.00,85.60,1.00,0.30,3.00,1.00,119.00,38.90,13.00,4.20,41.00,13.40,52.00,100.00,12,2013-2014
Maryland,"3,086.00","1,930.00",0.63,"1,156.00",0.37,15.00,0.50,90.00,2.90,470.00,15.20,"1,691.00",54.80,758.00,24.60,0.00,0.00,61.00,2.00,"1,258.00",40.80,92.00,3.00,60.00,1.90,231.00,100.00,12,2013-2014
Massachusetts,"1,707.00","1,037.00",0.61,670.00,0.39,8.00,0.50,63.00,3.70,461.00,27.00,477.00,27.90,665.00,39.00,2.00,0.10,32.00,1.90,594.00,34.80,57.00,3.30,202.00,11.80,200.00,100.00,12,2013-2014
Michigan,"4,101.00","2,474.00",0.60,"1,627.00",0.40,65.00,1.60,65.00,1.60,274.00,6.70,997.00,24.30,"2,590.00",63.20,0.00,0.00,108.00,2.60,938.00,22.90,97.00,2.40,217.00,5.30,568.00,100.00,12,2013-2014
Minnesota,"3,065.00","1,876.00",0.61,"1,189.00",0.39,97.00,3.20,288.00,9.40,348.00,11.40,624.00,20.40,"1,582.00",51.60,7.00,0.20,119.00,3.90,"1,350.00",44.00,46.00,1.50,341.00,11.10,224.00,100.00,12,2013-2014
Mississippi,"1,743.00",939.00,0.54,804.00,0.46,2.00,0.10,13.00,0.70,32.00,1.80,"1,437.00",82.40,255.00,14.60,0.00,0.00,4.00,0.20,68.00,3.90,7.00,0.40,17.00,1.00,197.00,100.00,12,2013-2014
Missouri,"1,906.00","1,195.00",0.63,711.00,0.37,12.00,0.60,35.00,1.80,118.00,6.20,506.00,26.50,"1,196.00",62.70,4.00,0.20,36.00,1.90,820.00,43.00,38.00,2.00,46.00,2.40,249.00,100.00,12,2013-2014
Montana,90.00,57.00,0.63,33.00,0.37,26.00,28.90,2.00,2.20,6.00,6.70,0.00,0.00,51.00,56.70,0.00,0.00,5.00,5.60,12.00,13.30,2.00,2.20,4.00,4.40,30.00,100.00,12,2013-2014
Nebraska,"1,322.00",825.00,0.62,497.00,0.38,38.00,2.90,83.00,6.30,321.00,24.30,174.00,13.20,651.00,49.20,4.00,0.30,51.00,3.90,515.00,39.00,11.00,0.80,191.00,14.40,80.00,100.00,12,2013-2014
Nevada,"1,021.00",633.00,0.62,388.00,0.38,15.00,1.50,30.00,2.90,521.00,51.00,155.00,15.20,252.00,24.70,11.00,1.10,37.00,3.60,251.00,24.60,17.00,1.70,166.00,16.30,65.00,100.00,12,2013-2014
New Hampshire,573.00,351.00,0.61,222.00,0.39,4.00,0.70,12.00,2.10,31.00,5.40,15.00,2.60,505.00,88.10,0.00,0.00,6.00,1.00,269.00,46.90,25.00,4.40,7.00,1.20,64.00,100.00,12,2013-2014
New Jersey,"1,335.00",869.00,0.65,466.00,0.35,8.00,0.60,49.00,3.70,415.00,31.10,368.00,27.60,478.00,35.80,4.00,0.30,13.00,1.00,482.00,36.10,33.00,2.50,49.00,3.70,202.00,100.00,12,2013-2014
New Mexico,"1,049.00",635.00,0.61,414.00,0.39,191.00,18.20,10.00,1.00,588.00,56.10,25.00,2.40,226.00,21.50,0.00,0.00,9.00,0.90,200.00,19.10,9.00,0.90,193.00,18.40,98.00,100.00,12,2013-2014
New York,"10,107.00","5,674.00",0.56,"4,433.00",0.44,69.00,0.70,760.00,7.50,"3,472.00",34.40,"3,297.00",32.60,"2,423.00",24.00,21.00,0.20,65.00,0.60,"2,193.00",21.70,177.00,1.80,"1,878.00",18.60,785.00,100.00,12,2013-2014
North Carolina,"3,031.00","1,978.00",0.65,"1,053.00",0.35,43.00,1.40,56.00,1.80,454.00,15.00,"1,067.00",35.20,"1,302.00",43.00,0.00,0.00,108.00,3.60,"1,238.00",40.80,58.00,1.90,158.00,5.20,392.00,100.00,12,2013-2014
North Dakota,174.00,94.00,0.54,80.00,0.46,25.00,14.40,4.00,2.30,10.00,5.70,17.00,9.80,118.00,67.80,0.00,0.00,0.00,0.00,58.00,33.30,7.00,4.00,8.00,4.60,18.00,100.00,12,2013-2014
Ohio,"3,658.00","1,912.00",0.52,"1,746.00",0.48,9.00,0.20,61.00,1.70,212.00,5.80,"1,586.00",43.40,"1,633.00",44.60,0.00,0.00,156.00,4.30,755.00,20.60,62.00,1.70,136.00,3.70,323.00,100.00,12,2013-2014
Oklahoma,931.00,541.00,0.58,390.00,0.42,107.00,11.50,13.00,1.40,204.00,21.90,195.00,20.90,371.00,39.80,2.00,0.20,39.00,4.20,205.00,22.00,7.00,0.80,76.00,8.20,134.00,100.00,12,2013-2014
Oregon,"3,988.00","2,313.00",0.58,"1,675.00",0.42,104.00,2.60,52.00,1.30,"1,119.00",28.10,84.00,2.10,"2,421.00",60.70,35.00,0.90,173.00,4.30,902.00,22.60,110.00,2.80,248.00,6.20,146.00,100.00,12,2013-2014
Pennsylvania,"3,975.00","2,495.00",0.63,"1,480.00",0.37,6.00,0.20,80.00,2.00,658.00,16.60,810.00,20.40,"2,328.00",58.60,0.00,0.00,93.00,2.30,"1,658.00",41.70,146.00,3.70,166.00,4.20,453.00,100.00,12,2013-2014
Rhode Island,447.00,293.00,0.66,154.00,0.34,2.00,0.40,7.00,1.60,120.00,26.80,39.00,8.70,269.00,60.20,0.00,0.00,10.00,2.20,173.00,38.70,18.00,4.00,17.00,3.80,36.00,100.00,12,2013-2014
South Carolina,851.00,524.00,0.62,327.00,0.38,2.00,0.20,13.00,1.50,34.00,4.00,381.00,44.80,400.00,47.00,2.00,0.20,19.00,2.20,302.00,35.50,24.00,2.80,29.00,3.40,148.00,100.00,12,2013-2014
South Dakota,144.00,85.00,0.59,59.00,0.41,28.00,19.40,7.00,4.90,10.00,6.90,11.00,7.60,82.00,56.90,0.00,0.00,6.00,4.20,44.00,30.60,3.00,2.10,9.00,6.30,34.00,100.00,12,2013-2014
Tennessee,"1,835.00","1,130.00",0.62,705.00,0.38,2.00,0.10,19.00,1.00,142.00,7.70,"1,138.00",62.00,514.00,28.00,6.00,0.30,14.00,0.80,337.00,18.40,14.00,0.80,52.00,2.80,146.00,100.00,12,2013-2014
Texas,"15,537.00","9,072.00",0.58,"6,465.00",0.42,83.00,0.50,486.00,3.10,"8,427.00",54.20,"2,588.00",16.70,"3,715.00",23.90,19.00,0.10,219.00,1.40,"5,309.00",34.20,541.00,3.50,"1,782.00",11.50,"1,058.00",100.00,12,2013-2014
Utah,830.00,484.00,0.58,346.00,0.42,6.00,0.70,21.00,2.50,178.00,21.40,28.00,3.40,558.00,67.20,20.00,2.40,19.00,2.30,534.00,64.30,6.00,0.70,127.00,15.30,76.00,100.00,12,2013-2014
Vermont,164.00,104.00,0.63,60.00,0.37,1.00,0.60,3.00,1.80,2.00,1.20,3.00,1.80,153.00,93.30,0.00,0.00,2.00,1.20,59.00,36.00,12.00,7.30,4.00,2.40,37.00,100.00,12,2013-2014
Virginia,"2,972.00","1,796.00",0.60,"1,176.00",0.40,9.00,0.30,181.00,6.10,571.00,19.20,"1,010.00",34.00,"1,105.00",37.20,4.00,0.10,92.00,3.10,973.00,32.70,56.00,1.90,350.00,11.80,285.00,100.00,12,2013-2014
Washington,"9,545.00","5,742.00",0.60,"3,803.00",0.40,217.00,2.30,502.00,5.30,"2,425.00",25.40,668.00,7.00,"4,990.00",52.30,127.00,1.30,616.00,6.50,"2,730.00",28.60,288.00,3.00,774.00,8.10,447.00,100.00,12,2013-2014
West Virginia,396.00,236.00,0.60,160.00,0.40,0.00,0.00,4.00,1.00,3.00,0.80,37.00,9.30,347.00,87.60,0.00,0.00,5.00,1.30,78.00,19.70,2.00,0.50,3.00,0.80,63.00,100.00,12,2013-2014
Wisconsin,"2,614.00","1,594.00",0.61,"1,020.00",0.39,54.00,2.10,115.00,4.40,399.00,15.30,389.00,14.90,"1,583.00",60.60,3.00,0.10,72.00,2.80,686.00,26.20,19.00,0.70,186.00,7.10,331.00,100.00,12,2013-2014
Wyoming,158.00,84.00,0.53,74.00,0.47,11.00,7.00,0.00,0.00,25.00,15.80,4.00,2.50,114.00,72.20,0.00,0.00,4.00,2.50,66.00,41.80,7.00,4.40,6.00,3.80,36.00,100.00,12,2013-2014
United States,"52,252.00","29,737.00",0.57,"22,515.00",0.43,721.00,1.40,884.00,1.70,"18,123.00",34.70,"15,988.00",30.60,"15,020.00",28.70,105.00,0.20,"1,411.00",2.70,"8,329.00",15.90,"1,382.00",2.60,"11,383.00",21.80,"17,280.00",100.00,2,2013-2014
Alabama,"1,444.00",829.00,0.57,615.00,0.43,13.00,0.90,7.00,0.50,112.00,7.80,630.00,43.60,637.00,44.10,0.00,0.00,45.00,3.10,174.00,12.00,8.00,0.60,98.00,6.80,411.00,100.00,2,2013-2014
