State,Total Students,Number_Male,Percent_Male,Number_Female,Percent_Female,Number_American Indian or Alaska Native,"Percent_American Indian or
Alaska Native",Number_Asian,Percent_Asian,Number_Hispanic or Latino of any race,Percent_Hispanic or Latino of any race,Number_Black or African American,Percent_Black or African American,Number_White,Percent_White,Number_Native Hawaiian or Other Pacific Islander,Percent_Native Hawaiian or Other Pacific Islander,Number_Two or more races,Percent_Two or more races,Number_Students With Disabilities Served Under IDEA,Percent_Students With Disabilities Served Under IDEA,Number_Students With Disabilities Served Only Under Section 504,Percent_Students With Disabilities Served Only Under Section 504,Number_English Language Learners,Percent_English Language Learners,Number of Schools,Percent of Schools Reporting,Grade,Academic Year
Idaho,199.00,121.00,0.61,78.00,0.39,4.00,2.00,1.00,0.50,60.00,30.20,1.00,0.50,127.00,63.80,0.00,0.00,6.00,3.00,16.00,8.00,10.00,5.00,18.00,9.00,37.00,100.00,11,2015-2016
Illinois,"3,727.00","2,203.00",0.59,"1,524.00",0.41,11.00,0.30,57.00,1.50,"1,157.00",31.00,"1,440.00",38.60,955.00,25.60,5.00,0.10,102.00,2.70,790.00,21.20,128.00,3.40,240.00,6.40,323.00,100.00,11,2015-2016
Indiana,270.00,162.00,0.60,108.00,0.40,0.00,0.00,1.00,0.40,25.00,9.30,102.00,37.80,128.00,47.40,0.00,0.00,14.00,5.20,62.00,23.00,5.00,1.90,10.00,3.70,45.00,100.00,11,2015-2016
Iowa,337.00,191.00,0.57,146.00,0.43,1.00,0.30,5.00,1.50,26.00,7.70,63.00,18.70,227.00,67.40,1.00,0.30,14.00,4.20,64.00,19.00,6.00,1.80,11.00,3.30,58.00,100.00,11,2015-2016
Kansas,451.00,262.00,0.58,189.00,0.42,13.00,2.90,8.00,1.80,126.00,27.90,97.00,21.50,183.00,40.60,0.00,0.00,24.00,5.30,84.00,18.60,0.00,0.00,64.00,14.20,61.00,100.00,11,2015-2016
Kentucky,963.00,646.00,0.67,317.00,0.33,3.00,0.30,4.00,0.40,59.00,6.10,204.00,21.20,664.00,69.00,0.00,0.00,29.00,3.00,98.00,10.20,9.00,0.90,17.00,1.80,194.00,100.00,11,2015-2016
Louisiana,"1,184.00",715.00,0.60,469.00,0.40,7.00,0.60,23.00,1.90,98.00,8.30,635.00,53.60,410.00,34.60,3.00,0.30,8.00,0.70,165.00,13.90,83.00,7.00,68.00,5.70,164.00,100.00,11,2015-2016
Maine,44.00,26.00,0.59,18.00,0.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,44.00,100.00,0.00,0.00,0.00,0.00,13.00,29.50,3.00,6.80,0.00,0.00,14.00,100.00,11,2015-2016
Maryland,"2,728.00","1,623.00",0.59,"1,105.00",0.41,4.00,0.10,86.00,3.20,612.00,22.40,"1,429.00",52.40,502.00,18.40,3.00,0.10,92.00,3.40,510.00,18.70,124.00,4.50,197.00,7.20,183.00,100.00,11,2015-2016
Massachusetts,"1,324.00",797.00,0.60,527.00,0.40,10.00,0.80,40.00,3.00,472.00,35.60,268.00,20.20,485.00,36.60,3.00,0.20,46.00,3.50,341.00,25.80,62.00,4.70,251.00,19.00,208.00,100.00,11,2015-2016
Michigan,"1,725.00","1,015.00",0.59,710.00,0.41,31.00,1.80,8.00,0.50,117.00,6.80,641.00,37.20,870.00,50.40,0.00,0.00,58.00,3.40,270.00,15.70,25.00,1.40,44.00,2.60,286.00,100.00,11,2015-2016
Minnesota,303.00,175.00,0.58,128.00,0.42,21.00,6.90,13.00,4.30,50.00,16.50,74.00,24.40,126.00,41.60,0.00,0.00,19.00,6.30,50.00,16.50,1.00,0.30,38.00,12.50,66.00,100.00,11,2015-2016
Mississippi,956.00,617.00,0.65,339.00,0.35,1.00,0.10,14.00,1.50,32.00,3.30,606.00,63.40,296.00,31.00,2.00,0.20,5.00,0.50,140.00,14.60,4.00,0.40,19.00,2.00,164.00,100.00,11,2015-2016
Missouri,512.00,319.00,0.62,193.00,0.38,1.00,0.20,11.00,2.10,39.00,7.60,169.00,33.00,281.00,54.90,2.00,0.40,9.00,1.80,89.00,17.40,18.00,3.50,14.00,2.70,97.00,100.00,11,2015-2016
Montana,22.00,14.00,0.64,8.00,0.36,10.00,45.50,0.00,0.00,3.00,13.60,0.00,0.00,9.00,40.90,0.00,0.00,0.00,0.00,5.00,22.70,2.00,9.10,1.00,4.50,13.00,100.00,11,2015-2016
Nebraska,141.00,98.00,0.70,43.00,0.30,2.00,1.40,2.00,1.40,17.00,12.10,9.00,6.40,101.00,71.60,1.00,0.70,9.00,6.40,32.00,22.70,4.00,2.80,2.00,1.40,14.00,100.00,11,2015-2016
Nevada,"5,245.00","3,225.00",0.61,"2,020.00",0.39,30.00,0.60,165.00,3.10,"2,518.00",48.00,"1,091.00",20.80,"1,101.00",21.00,65.00,1.20,275.00,5.20,739.00,14.10,130.00,2.50,799.00,15.20,74.00,100.00,11,2015-2016
